,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,United Nations,,,,,,,,,,,,,,,,,,,,
,,,,Population Division,,,,,,,,,,,,,,,,,,,,
,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Workbook: UN_MigrantStockTotal_2019.xlsx,,,,,,,,,,,,,,,,,,,,
,,,,"Table 2 -  Total population at mid-year by sex and by major area, region, country or area, 1990-2019 (thousands)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Copyright © 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,
,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs. Population Division (2019). International Migrant Stock 2019 (United Nations database, POP/DB/MIG/Stock/Rev.2019).",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
"Sort
order","Major area, region, country or area of destination",Notes,Code,Total population of both sexes at mid-year (thousands)g,,,,,,,Total male population at mid-year (thousands),,,,,,,Total female population at mid-year (thousands),,,,,,
135,Indonesia,,360,"181,413","196,934","211,514","226,289","241,834","258,383","270,626","91,096","98,510","105,854","113,592","121,821","130,133","136,270","90,317","98,424","105,660","112,697","120,014","128,250","134,356"
136,Lao People's Democratic Republic,,418,"4,258","4,846","5,324","5,752","6,249","6,741","7,169","2,130","2,417","2,650","2,846","3,099","3,381","3,599","2,129","2,430","2,674","2,906","3,150","3,360","3,570"
137,Malaysia,12,458,"18,030","20,488","23,194","25,691","28,208","30,271","31,950","9,172","10,428","11,818","13,168","14,550","15,585","16,423","8,858","10,059","11,376","12,523","13,658","14,686","15,527"
138,Myanmar,,104,"41,335","43,902","46,720","48,950","50,601","52,681","54,045","20,124","21,351","22,630","23,672","24,399","25,392","26,045","21,211","22,550","24,090","25,278","26,202","27,289","28,001"
139,Philippines,,608,"61,895","69,784","77,992","86,326","93,967","102,113","108,117","31,268","35,201","39,281","43,387","47,398","51,389","54,316","30,627","34,583","38,711","42,940","46,569","50,724","53,801"
140,Singapore,,702,"3,013","3,526","4,029","4,266","5,131","5,592","5,804","1,516","1,790","2,066","2,156","2,675","2,926","3,038","1,497","1,736","1,963","2,110","2,456","2,666","2,766"
141,Thailand,,764,"56,558","59,467","62,953","65,416","67,195","68,715","69,626","28,018","29,538","31,094","32,174","32,931","33,559","33,905","28,540","29,930","31,858","33,242","34,264","35,155","35,721"
142,Timor-Leste,,626,738,844,884,995,"1,094","1,196","1,293",373,426,447,503,553,605,654,365,418,438,493,541,592,640
143,Viet Nam,,704,"67,989","74,910","79,910","83,833","87,968","92,677","96,462","33,653","37,098","39,570","41,532","43,746","46,197","48,151","34,336","37,812","40,340","42,301","44,221","46,480","48,311"
144,LATIN AMERICA AND THE CARIBBEAN,,1830,"442,840","483,018","521,836","557,501","591,352","623,934","648,121","219,608","238,982","257,773","274,945","291,416","307,137","318,803","223,232","244,036","264,064","282,556","299,936","316,797","329,318"
145,Caribbean,,915,"34,058","36,162","38,102","39,746","41,217","42,622","43,335","16,905","17,930","18,859","19,676","20,391","21,071","21,401","17,153","18,233","19,243","20,070","20,827","21,552","21,934"
146,Anguilla,,660,9,10,11,12,13,14,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
147,Antigua and Barbuda,,28,63,69,76,81,88,94,97,30,33,36,39,42,45,47,32,36,40,43,46,49,50
148,Aruba,,533,62,80,91,100,102,104,106,31,40,44,48,48,50,50,31,41,47,52,53,55,56
149,Bahamas,,44,256,280,298,325,355,374,389,127,138,145,158,172,182,189,129,142,153,167,183,193,200
150,Barbados,,52,261,266,272,276,282,285,287,126,128,130,133,135,138,139,135,138,141,144,147,148,148
151,British Virgin Islands,,92,17,19,20,23,28,29,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..
152,"Bonaire, Sint Eustatius and Saba",13,535,13,15,14,14,21,25,26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
153,Cayman Islands,,136,25,32,42,49,57,62,65,..,..,..,..,..,..,..,..,..,..,..,..,..,..
154,Cuba,,192,"10,597","10,888","11,126","11,262","11,226","11,325","11,333","5,307","5,447","5,547","5,613","5,584","5,628","5,628","5,290","5,441","5,579","5,648","5,642","5,697","5,706"
155,Curaçao,,531,147,144,132,130,149,160,163,70,68,62,61,69,73,75,76,76,70,69,81,87,88
156,Dominica,,212,70,71,70,71,71,71,72,..,..,..,..,..,..,..,..,..,..,..,..,..,..
157,Dominican Republic,,214,"7,133","7,819","8,471","9,097","9,695","10,282","10,739","3,589","3,926","4,245","4,576","4,866","5,147","5,366","3,544","3,893","4,227","4,522","4,829","5,134","5,373"
158,Grenada,,308,96,100,103,105,106,110,112,48,50,51,52,54,55,56,49,51,52,52,53,54,56
159,Guadeloupe,14,312,426,437,458,446,453,446,448,209,213,222,211,211,207,208,217,225,236,235,242,239,240
160,Haiti,,332,"7,038","7,745","8,464","9,195","9,949","10,696","11,263","3,461","3,811","4,168","4,531","4,907","5,280","5,558","3,577","3,934","4,296","4,664","5,042","5,416","5,705"
161,Jamaica,,388,"2,420","2,534","2,655","2,740","2,810","2,891","2,948","1,194","1,254","1,320","1,358","1,398","1,437","1,464","1,226","1,280","1,334","1,382","1,413","1,454","1,485"
162,Martinique,,474,358,369,387,397,395,378,376,173,176,182,185,182,175,173,185,193,205,212,212,203,203
163,Montserrat,,500,11,10,5,5,5,5,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
164,Puerto Rico,,630,"3,403","3,568","3,669","3,632","3,580","3,382","2,933","1,646","1,719","1,764","1,741","1,719","1,618","1,392","1,758","1,849","1,905","1,891","1,861","1,764","1,541"
165,Saint Kitts and Nevis,,659,40,42,44,47,49,51,53,..,..,..,..,..,..,..,..,..,..,..,..,..,..
166,Saint Lucia,,662,138,147,157,163,174,179,183,68,72,77,80,86,88,90,70,75,80,83,88,91,93
167,Saint Vincent and the Grenadines,,670,107,108,108,109,108,109,111,53,54,54,55,55,56,56,54,54,53,54,53,54,54
168,Sint Maarten (Dutch part),,534,29,31,33,33,34,40,42,..,..,..,..,..,..,..,..,..,..,..,..,..,..
169,Trinidad and Tobago,,780,"1,221","1,254","1,267","1,297","1,328","1,370","1,395",609,625,631,643,658,678,689,613,629,636,653,670,693,706
170,Turks and Caicos Islands,,796,12,16,20,28,33,36,38,..,..,..,..,..,..,..,..,..,..,..,..,..,..
171,United States Virgin Islands,,850,104,107,109,108,106,105,105,51,52,53,52,51,50,50,53,55,56,56,55,55,55
172,Central America,,916,"113,384","124,554","135,322","145,951","157,591","168,949","177,587","56,161","61,349","66,528","71,514","77,241","82,776","87,025","57,223","63,205","68,794","74,436","80,351","86,173","90,562"
173,Belize,,84,188,207,247,284,322,361,390,95,104,125,143,161,180,194,93,103,123,141,161,181,196
174,Costa Rica,,188,"3,119","3,546","3,962","4,286","4,577","4,848","5,048","1,571","1,783","1,989","2,149","2,293","2,426","2,523","1,548","1,763","1,974","2,137","2,285","2,422","2,525"
175,El Salvador,,222,"5,270","5,629","5,888","6,052","6,184","6,325","6,454","2,571","2,732","2,836","2,889","2,926","2,974","3,023","2,699","2,897","3,052","3,164","3,257","3,351","3,430"
176,Guatemala,,320,"9,264","10,408","11,651","13,096","14,630","16,252","17,581","4,603","5,136","5,717","6,423","7,186","7,995","8,660","4,661","5,273","5,934","6,674","7,444","8,257","8,922"
177,Honduras,,340,"4,955","5,709","6,575","7,459","8,317","9,113","9,746","2,461","2,836","3,270","3,715","4,149","4,550","4,869","2,494","2,873","3,305","3,744","4,169","4,563","4,877"
178,Mexico,,484,"83,943","91,663","98,900","106,005","114,093","121,858","127,576","41,540","45,071","48,558","51,837","55,826","59,594","62,403","42,403","46,592","50,342","54,168","58,267","62,264","65,172"
179,Nicaragua,,558,"4,173","4,652","5,069","5,439","5,824","6,223","6,546","2,070","2,304","2,507","2,684","2,869","3,067","3,226","2,103","2,348","2,562","2,755","2,955","3,156","3,320"
180,Panama,,591,"2,471","2,740","3,030","3,330","3,643","3,968","4,246","1,249","1,382","1,527","1,676","1,830","1,990","2,126","1,222","1,357","1,503","1,654","1,812","1,978","2,120"
181,South America,,931,"295,398","322,302","348,412","371,805","392,544","412,363","427,199","146,542","159,704","172,385","183,755","193,785","203,290","210,377","148,856","162,598","176,026","188,050","198,759","209,073","216,823"
182,Argentina,,32,"32,619","34,828","36,871","38,893","40,896","43,075","44,781","15,885","16,945","17,895","18,897","19,899","20,989","21,841","16,734","17,884","18,976","19,996","20,997","22,086","22,939"
183,Bolivia (Plurinational State of),,68,"6,865","7,622","8,418","9,232","10,049","10,870","11,513","3,452","3,836","4,235","4,648","5,056","5,463","5,780","3,413","3,786","4,183","4,585","4,992","5,406","5,733"
184,Brazil,,76,"149,003","162,020","174,790","186,127","195,714","204,472","211,050","74,078","80,415","86,582","92,002","96,536","100,658","103,733","74,925","81,605","88,209","94,125","99,177","103,814","107,316"
185,Chile,,152,"13,275","14,381","15,342","16,183","17,063","17,969","18,952","6,520","7,071","7,548","7,963","8,397","8,845","9,342","6,755","7,310","7,794","8,220","8,666","9,125","9,610"
186,Colombia,,170,"33,103","36,421","39,630","42,648","45,223","47,521","50,339","16,315","17,896","19,427","20,901","22,160","23,289","24,713","16,787","18,525","20,203","21,747","23,063","24,232","25,626"
187,Ecuador,,218,"10,231","11,455","12,681","13,826","15,011","16,212","17,374","5,144","5,755","6,365","6,934","7,520","8,115","8,690","5,087","5,700","6,316","6,892","7,491","8,097","8,683"
188,Falkland Islands (Malvinas),15,238,2,2,3,3,3,3,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
189,French Guiana,,254,116,137,163,203,233,261,291,60,71,84,101,116,129,144,55,66,79,102,117,132,147
190,Guyana,,328,743,761,747,746,749,767,783,367,375,372,374,372,384,393,377,387,375,372,377,384,390
191,Paraguay,,600,"4,223","4,777","5,323","5,824","6,248","6,689","7,045","2,139","2,421","2,701","2,957","3,178","3,404","3,581","2,084","2,355","2,622","2,867","3,070","3,285","3,464"
192,Peru,,604,"22,071","24,299","26,460","27,866","29,028","30,471","32,510","10,978","12,102","13,191","13,893","14,474","15,133","16,148","11,093","12,197","13,269","13,973","14,554","15,337","16,362"
193,Suriname,,740,405,442,471,499,529,559,581,206,224,238,252,267,281,292,199,217,233,248,263,278,289
194,Uruguay,,858,"3,110","3,224","3,320","3,322","3,359","3,412","3,462","1,508","1,562","1,607","1,602","1,619","1,646","1,672","1,601","1,662","1,713","1,719","1,740","1,766","1,790"
195,Venezuela (Bolivarian Republic of),,862,"19,633","21,931","24,192","26,432","28,440","30,082","28,516","9,889","11,029","12,140","13,230","14,190","14,953","14,045","9,744","10,902","12,053","13,202","14,250","15,129","14,471"
196,OCEANIA,,909,"27,299","29,390","31,425","33,690","36,873","39,859","42,128","13,668","14,696","15,729","16,866","18,490","19,954","21,088","13,630","14,694","15,696","16,824","18,383","19,905","21,040"
197,Australia / New Zealand,,927,"20,359","21,668","22,850","24,314","26,525","28,547","29,986","10,128","10,762","11,368","12,096","13,225","14,194","14,902","10,231","10,906","11,483","12,218","13,300","14,353","15,084"
198,Australia,16,36,"16,961","17,993","18,991","20,179","22,155","23,933","25,203","8,455","8,951","9,474","10,070","11,079","11,925","12,551","8,506","9,042","9,518","10,108","11,075","12,007","12,652"
199,New Zealand,,554,"3,398","3,675","3,859","4,135","4,370","4,615","4,783","1,673","1,811","1,894","2,026","2,146","2,269","2,351","1,726","1,864","1,965","2,110","2,224","2,346","2,432"
200,Melanesia,,928,"5,973","6,683","7,473","8,232","9,188","10,122","10,919","3,041","3,400","3,801","4,188","4,675","5,157","5,566","2,932","3,283","3,673","4,044","4,513","4,965","5,353"
201,Fiji,,242,729,775,811,822,860,869,890,370,394,412,419,439,441,451,358,381,399,403,421,427,439
202,New Caledonia,,540,170,193,217,236,254,271,283,87,99,110,119,128,137,142,83,94,107,117,126,134,141
203,Papua New Guinea,,598,"4,616","5,187","5,848","6,495","7,311","8,108","8,776","2,348","2,636","2,972","3,303","3,720","4,134","4,480","2,267","2,551","2,875","3,192","3,591","3,973","4,296"
204,Solomon Islands,,90,312,359,413,470,528,603,670,160,185,212,240,268,307,341,152,175,201,230,260,297,329
205,Vanuatu,,548,147,168,185,209,236,271,300,75,86,95,107,120,138,152,71,82,90,103,116,134,148
206,Micronesia,,954,417,455,485,498,504,523,543,216,233,244,252,255,265,275,201,222,241,247,249,258,269
207,Guam,,316,130,146,155,158,159,162,167,70,76,79,81,81,82,84,61,70,76,78,78,80,83
208,Kiribati,,296,72,78,84,92,103,111,118,36,39,42,45,51,54,58,37,39,43,47,52,56,60
209,Marshall Islands,,584,47,50,51,55,56,57,59,..,..,..,..,..,..,..,..,..,..,..,..,..,..
210,Micronesia (Fed. States of),,583,96,108,107,106,103,109,114,49,55,54,54,52,55,58,47,53,53,52,51,54,56
211,Nauru,,520,10,11,10,10,10,10,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..
212,Northern Mariana Islands,,580,46,46,57,57,54,56,57,..,..,..,..,..,..,..,..,..,..,..,..,..,..
213,Palau,,585,15,17,19,20,18,18,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
214,Polynesia,17,957,550,583,616,646,657,667,680,284,301,317,330,335,339,345,266,283,299,316,322,328,335
215,American Samoa,,16,47,53,58,60,56,56,55,..,..,..,..,..,..,..,..,..,..,..,..,..,..
216,Cook Islands,,184,18,19,18,19,18,18,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
217,French Polynesia,,258,200,218,241,259,266,273,279,104,113,124,133,136,139,141,96,105,117,126,130,134,138
218,Niue,,570,2,2,2,2,2,2,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
219,Samoa,,882,163,170,174,180,186,194,197,85,88,91,93,96,100,102,78,82,84,87,90,93,95
220,Tokelau,,772,2,2,2,1,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
221,Tonga,,776,95,96,98,101,104,101,104,48,49,50,51,52,50,52,47,47,48,50,52,50,52
222,Tuvalu,,798,9,9,9,10,11,11,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..
223,Wallis and Futuna Islands,,876,14,14,15,15,13,12,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..
224,EUROPE AND NORTHERN AMERICA,,1829,"1,000,644","1,021,448","1,037,985","1,056,575","1,079,700","1,100,090","1,113,784","484,274","494,916","503,406","512,802","524,233","534,822","542,164","516,370","526,532","534,579","543,773","555,468","565,268","571,620"
225,EUROPE,,917,"720,858","726,994","725,558","729,288","736,413","743,059","747,183","347,005","350,136","349,427","351,223","354,615","358,183","360,712","373,854","376,859","376,131","378,064","381,798","384,876","386,471"
226,Eastern Europe,,923,"309,809","309,435","303,918","297,501","294,873","294,391","293,445","146,842","146,744","143,818","140,214","138,614","138,435","138,024","162,967","162,691","160,101","157,287","156,259","155,956","155,421"
227,Belarus,,112,"10,151","10,078","9,872","9,562","9,421","9,439","9,452","4,761","4,725","4,634","4,464","4,380","4,392","4,400","5,390","5,353","5,238","5,098","5,041","5,047","5,052"
228,Bulgaria,,100,"8,841","8,379","7,998","7,687","7,425","7,200","7,000","4,357","4,102","3,898","3,741","3,616","3,502","3,400","4,484","4,277","4,100","3,946","3,809","3,698","3,600"
229,Czechia,,203,"10,341","10,358","10,289","10,258","10,537","10,601","10,689","5,020","5,033","5,006","4,997","5,172","5,209","5,261","5,321","5,325","5,284","5,262","5,365","5,392","5,429"
230,Hungary,,348,"10,377","10,349","10,221","10,086","9,927","9,778","9,685","4,984","4,944","4,862","4,786","4,710","4,647","4,608","5,393","5,405","5,358","5,300","5,217","5,131","5,076"
231,Poland,,616,"37,960","38,459","38,557","38,369","38,330","38,034","37,888","18,485","18,706","18,718","18,577","18,532","18,435","18,361","19,476","19,753","19,839","19,792","19,798","19,599","19,527"
232,Republic of Moldova,18,498,"4,366","4,341","4,203","4,159","4,086","4,071","4,043","2,081","2,073","2,011","1,992","1,964","1,956","1,938","2,285","2,267","2,191","2,167","2,122","2,114","2,105"
233,Romania,,642,"23,489","22,965","22,137","21,417","20,472","19,925","19,365","11,580","11,284","10,830","10,439","9,940","9,700","9,418","11,910","11,681","11,308","10,979","10,532","10,225","9,946"
234,Russian Federation,,643,"147,532","148,227","146,405","143,672","143,479","144,985","145,872","69,061","69,530","68,503","66,851","66,541","67,171","67,603","78,471","78,698","77,902","76,821","76,938","77,814","78,269"
235,Slovakia,,703,"5,288","5,375","5,399","5,399","5,404","5,436","5,457","2,581","2,616","2,622","2,617","2,621","2,641","2,657","2,707","2,760","2,778","2,781","2,783","2,794","2,800"
236,Ukraine,19,804,"51,463","50,904","48,838","46,891","45,792","44,922","43,994","23,933","23,732","22,734","21,750","21,137","20,782","20,379","27,530","27,172","26,104","25,141","24,655","24,140","23,615"
237,Northern Europe,,924,"92,036","93,177","94,454","96,307","100,398","103,519","105,769","44,789","45,345","46,050","47,127","49,283","50,984","52,217","47,247","47,832","48,404","49,180","51,115","52,535","53,552"
238,Channel Islands,20,830,141,143,148,152,160,165,172,68,70,72,74,79,82,85,72,74,76,77,81,84,87
239,Denmark,,208,"5,141","5,233","5,341","5,422","5,555","5,689","5,772","2,536","2,585","2,643","2,685","2,756","2,829","2,870","2,605","2,648","2,698","2,736","2,799","2,860","2,902"
240,Estonia,,233,"1,565","1,433","1,399","1,356","1,332","1,315","1,326",732,663,653,630,620,615,627,833,770,747,726,712,700,699
241,Faroe Islands,,234,47,46,47,48,48,48,49,..,..,..,..,..,..,..,..,..,..,..,..,..,..
242,Finland,21,246,"4,996","5,119","5,188","5,259","5,366","5,481","5,532","2,425","2,493","2,533","2,574","2,633","2,698","2,727","2,572","2,626","2,655","2,685","2,732","2,784","2,805"
243,Iceland,,352,255,268,280,295,320,330,339,128,134,140,148,161,166,170,127,133,140,147,159,165,169
244,Ireland,,372,"3,511","3,592","3,783","4,141","4,554","4,652","4,882","1,747","1,784","1,880","2,067","2,263","2,303","2,422","1,764","1,808","1,903","2,074","2,291","2,350","2,460"
245,Isle of Man,,833,70,72,77,80,85,83,85,..,..,..,..,..,..,..,..,..,..,..,..,..,..
246,Latvia,,428,"2,664","2,508","2,384","2,252","2,119","1,998","1,907","1,241","1,156","1,096","1,032",970,916,878,"1,423","1,353","1,289","1,219","1,149","1,082","1,029"
247,Lithuania,,440,"3,696","3,627","3,502","3,344","3,124","2,932","2,760","1,749","1,709","1,639","1,554","1,438","1,350","1,276","1,947","1,918","1,863","1,791","1,686","1,582","1,483"
248,Norway,22,578,"4,247","4,367","4,499","4,632","4,886","5,200","5,379","2,100","2,160","2,229","2,298","2,442","2,618","2,717","2,147","2,207","2,270","2,334","2,443","2,582","2,662"
249,Sweden,,752,"8,567","8,836","8,882","9,039","9,390","9,765","10,036","4,232","4,366","4,392","4,482","4,677","4,881","5,026","4,335","4,470","4,489","4,557","4,713","4,884","5,011"
250,United Kingdom,,826,"57,134","57,932","58,923","60,288","63,460","65,860","67,530","27,772","28,167","28,712","29,517","31,175","32,461","33,351","29,362","29,765","30,212","30,770","32,285","33,399","34,179"
251,Southern Europe,,925,"143,504","144,333","144,847","149,676","153,016","153,065","152,447","70,196","70,467","70,716","73,241","74,754","74,663","74,452","73,308","73,866","74,131","76,435","78,262","78,402","77,995"
252,Albania,,8,"3,286","3,113","3,129","3,087","2,948","2,891","2,881","1,683","1,534","1,584","1,552","1,485","1,471","1,467","1,603","1,579","1,546","1,535","1,463","1,419","1,414"
253,Andorra,,20,55,64,65,79,84,78,77,..,..,..,..,..,..,..,..,..,..,..,..,..,..
254,Bosnia and Herzegovina,,70,"4,463","3,829","3,751","3,765","3,705","3,429","3,301","2,210","1,878","1,842","1,850","1,820","1,681","1,617","2,253","1,951","1,910","1,916","1,886","1,748","1,684"
255,Croatia,,191,"4,776","4,617","4,428","4,378","4,328","4,233","4,130","2,316","2,233","2,132","2,108","2,085","2,035","1,990","2,461","2,384","2,296","2,270","2,244","2,197","2,140"
256,Gibraltar,,292,29,29,31,33,34,34,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..
257,Greece,,300,"10,226","10,746","11,082","11,225","10,888","10,660","10,473","5,070","5,339","5,508","5,556","5,349","5,233","5,141","5,156","5,406","5,574","5,668","5,539","5,427","5,333"
258,Holy See,23,336,1,1,1,1,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
259,Italy,,380,"57,048","57,174","56,692","58,281","59,325","60,578","60,550","27,733","27,752","27,435","28,296","28,705","29,394","29,461","29,316","29,422","29,258","29,985","30,621","31,184","31,089"
260,Malta,,470,362,377,394,405,414,434,440,178,186,195,201,206,217,221,184,191,198,204,209,217,220
261,Montenegro,,499,615,620,614,616,624,627,628,306,308,303,303,308,310,311,309,312,310,313,316,317,317
262,North Macedonia,,807,"1,996","1,983","2,035","2,060","2,071","2,079","2,083","1,004",995,"1,019","1,030","1,035","1,040","1,042",992,988,"1,015","1,031","1,036","1,039","1,041"
263,Portugal,,620,"9,895","10,091","10,297","10,508","10,596","10,368","10,226","4,763","4,861","4,966","5,080","5,071","4,910","4,837","5,132","5,230","5,331","5,429","5,525","5,458","5,390"
264,San Marino,,674,24,26,27,29,31,33,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..
265,Serbia,24,688,"9,518","9,884","9,488","9,194","8,991","8,877","8,772","4,698","4,871","4,656","4,501","4,406","4,351","4,297","4,820","5,014","4,832","4,693","4,585","4,526","4,475"
266,Slovenia,,705,"2,006","1,991","1,988","1,995","2,043","2,071","2,079",975,966,972,975,"1,012","1,029","1,035","1,031","1,025","1,016","1,019","1,031","1,042","1,044"
267,Spain,25,724,"39,203","39,787","40,825","44,019","46,931","46,672","46,737","19,204","19,481","20,041","21,716","23,196","22,916","22,961","19,999","20,306","20,784","22,303","23,735","23,756","23,776"
268,Western Europe,,926,"175,510","180,050","182,339","185,804","188,126","192,084","195,522","85,177","87,579","88,843","90,641","91,965","94,101","96,019","90,332","92,471","93,496","95,163","96,162","97,984","99,503"
269,Austria,,40,"7,724","7,990","8,069","8,254","8,410","8,679","8,955","3,695","3,856","3,916","4,012","4,099","4,249","4,409","4,029","4,134","4,153","4,242","4,311","4,430","4,546"
270,Belgium,,56,"10,007","10,186","10,282","10,547","10,939","11,288","11,539","4,896","4,986","5,035","5,174","5,372","5,549","5,711","5,111","5,200","5,247","5,373","5,567","5,739","5,828"
271,France,,250,"56,667","57,802","59,015","61,120","62,880","64,453","65,130","27,577","28,087","28,625","29,590","30,459","31,231","31,524","29,090","29,715","30,390","31,530","32,421","33,222","33,605"
272,Germany,,276,"79,054","81,139","81,401","81,603","80,827","81,787","83,517","38,146","39,343","39,641","39,873","39,619","40,225","41,249","40,908","41,796","41,760","41,729","41,208","41,563","42,268"
273,Liechtenstein,,438,29,31,33,35,36,37,38,..,..,..,..,..,..,..,..,..,..,..,..,..,..
274,Luxembourg,,442,382,408,436,458,508,567,616,187,200,215,226,252,284,311,195,208,221,232,256,282,305
275,Monaco,,492,29,31,32,34,36,38,39,..,..,..,..,..,..,..,..,..,..,..,..,..,..
276,Netherlands,,528,"14,965","15,468","15,926","16,367","16,683","16,938","17,097","7,402","7,661","7,889","8,116","8,284","8,420","8,515","7,563","7,807","8,037","8,251","8,399","8,518","8,582"
277,Switzerland,,756,"6,653","6,996","7,144","7,387","7,809","8,297","8,591","3,248","3,417","3,490","3,616","3,845","4,106","4,261","3,405","3,579","3,653","3,771","3,964","4,191","4,331"
278,NORTHERN AMERICA,,918,"279,785","294,454","312,427","327,287","343,287","357,031","366,601","137,269","144,781","153,979","161,579","169,617","176,639","181,452","142,516","149,673","158,448","165,708","173,670","180,392","185,149"
279,Bermuda,,60,62,63,65,66,65,64,63,..,..,..,..,..,..,..,..,..,..,..,..,..,..
280,Canada,,124,"27,541","29,164","30,588","32,164","34,148","36,027","37,411","13,657","14,438","15,152","15,945","16,942","17,864","18,564","13,885","14,726","15,436","16,219","17,206","18,163","18,848"
281,Greenland,,304,56,56,56,57,57,56,57,..,..,..,..,..,..,..,..,..,..,..,..,..,..
282,Saint Pierre and Miquelon,,666,6,6,6,6,6,6,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
283,United States of America,,840,"252,120","265,164","281,711","294,994","309,011","320,878","329,065","123,549","130,279","138,762","145,568","152,611","158,712","162,826","128,571","134,885","142,949","149,425","156,401","162,166","166,239"
