"destination_country","origin_country","Rank","1990","1995","2000","2005","2010","2015","2019"
"Australia","Viet Nam",1435,136918,0,0,0,0,0,0
"Argentina","Uruguay",1436,136906,0,0,0,0,0,0
"Canada","Pakistan",1437,0,0,0,0,136865,0,0
"Brazil","Portugal",1438,0,0,0,0,136775,0,0
"United Kingdom","South Africa",1439,0,0,136720,0,0,0,0
"Latvia","Russian Federation",1440,0,0,0,0,0,136409,0
"Qatar","Egypt",1441,0,0,0,0,136060,0,0
"Jordan","Egypt",1442,0,0,0,0,135994,0,0
"Kuwait","Egypt",1443,135880,0,0,0,0,0,0
"Israel","Russian Federation",1444,0,0,0,135827,0,0,0
"Netherlands","Poland",1445,0,0,0,0,0,0,135775
"Côte d'Ivoire","Guinea",1446,0,135616,0,0,0,0,0
"United States of America","Kenya",1447,0,0,0,0,0,0,135187
"Israel","Ukraine",1448,0,0,0,0,0,135112,0
"Argentina","Uruguay",1449,0,0,0,0,0,0,135076
"Austria","Serbia",1450,0,0,135065,0,0,0,0
"France","Poland",1451,135061,0,0,0,0,0,0
"Germany","France",1452,0,0,0,0,0,0,134829
"Cameroon","Nigeria",1453,0,0,0,0,0,134610,0
"China, Hong Kong SAR","Indonesia",1454,0,0,0,0,0,134593,0
"Spain","Portugal",1455,0,0,0,0,134592,0,0
"United States of America","Ireland",1456,0,0,0,0,134587,0,0
"Australia","Philippines",1457,0,0,0,134580,0,0,0
"Malaysia","Myanmar",1458,0,0,0,134525,0,0,0
"China","Republic of Korea",1459,0,0,134524,0,0,0,0
"United States of America","Myanmar",1460,0,0,0,0,0,134424,0
"United Kingdom","France",1461,0,0,0,0,134393,0,0
"Turkey","North Macedonia",1462,0,0,134372,0,0,0,0
"Austria","Turkey",1463,0,0,0,134325,0,0,0
"Egypt","State of Palestine",1464,0,0,0,0,0,0,134080
"Kenya","Uganda",1465,0,134005,0,0,0,0,0
"Côte d'Ivoire","Guinea",1466,133914,0,0,0,0,0,0
"Germany","Spain",1467,0,133808,0,0,0,0,0
"Belgium","France",1468,0,0,133707,0,0,0,0
"Qatar","Indonesia",1469,0,0,133562,0,0,0,0
"United Kingdom","Nigeria",1470,0,0,0,133542,0,0,0
"Spain","Morocco",1471,133341,0,0,0,0,0,0
"Qatar","Pakistan",1472,0,0,0,0,0,133212,0
"Uzbekistan","Ukraine",1473,0,0,0,132963,0,0,0
"Italy","France",1474,0,0,0,0,0,0,132810
"Argentina","Uruguay",1475,0,0,0,0,0,132749,0
"Nigeria","Mali",1476,0,0,0,0,132718,0,0
"France","Madagascar",1477,0,0,0,0,0,0,132574
"Gambia","Senegal",1478,0,0,0,0,0,0,132518
"Switzerland","France",1479,0,0,0,0,132304,0,0
"Netherlands","Indonesia",1480,0,0,0,0,0,132159,0
"Canada","Sri Lanka",1481,0,0,0,0,132130,0,0
"Belgium","Turkey",1482,0,0,132115,0,0,0,0
"Argentina","Italy",1483,0,0,0,0,132014,0,0
"Ukraine","Uzbekistan",1484,131997,0,0,0,0,0,0
"Uganda","Rwanda",1485,0,131974,0,0,0,0,0
"Ireland","United Kingdom",1486,0,0,131924,0,0,0,0
"United Kingdom","Kenya",1487,0,0,0,0,0,131910,0
"Kazakhstan","Uzbekistan",1488,131905,0,0,0,0,0,0
"Sweden","Iraq",1489,0,0,0,0,0,131888,0
"China, Hong Kong SAR","Indonesia",1490,0,0,0,0,131809,0,0
"Costa Rica","Nicaragua",1491,0,131695,0,0,0,0,0
"Saudi Arabia","Ethiopia",1492,0,0,0,0,0,131493,0
"Ethiopia","South Sudan",1493,0,0,131405,0,0,0,0
"Israel","Ukraine",1494,0,0,0,0,0,0,131392
"South Africa","United Kingdom",1495,0,0,0,0,0,0,131310
"United Arab Emirates","Sudan",1496,0,0,0,0,0,0,131254
"Israel","Romania",1497,0,131109,0,0,0,0,0
"Uzbekistan","Ukraine",1498,0,0,131027,0,0,0,0
"Israel","Ukraine",1499,0,0,0,0,131007,0,0
"Niger","Nigeria",1500,0,0,0,0,0,0,130982
"Algeria","Western Sahara",1501,0,0,0,130960,0,0,0
"South Africa","Lesotho",1502,0,130897,0,0,0,0,0
"Netherlands","Morocco",1503,0,130895,0,0,0,0,0
"France","Viet Nam",1504,0,0,0,0,0,130894,0
"Canada","Réunion",1505,0,0,0,0,0,0,130845
"Australia","Greece",1506,0,0,130780,0,0,0,0
"Canada","Suriname",1507,0,0,0,0,0,130706,0
"Qatar","Indonesia",1508,0,130606,0,0,0,0,0
"United States of America","Tunisia",1509,0,0,0,0,0,0,130541
"United Kingdom","Philippines",1510,0,0,0,0,0,130500,0
"Lebanon","Egypt",1511,0,0,130459,0,0,0,0
"Switzerland","Portugal",1512,0,0,130398,0,0,0,0
"Argentina","Spain",1513,0,0,130356,0,0,0,0
"Sierra Leone","Liberia",1514,130316,0,0,0,0,0,0
"Nigeria","Mali",1515,0,0,0,130115,0,0,0
"Kuwait","Pakistan",1516,129928,0,0,0,0,0,0
"Australia","Malaysia",1517,0,0,0,0,129880,0,0
"France","Senegal",1518,0,0,0,0,0,0,129790
"South Africa","United Kingdom",1519,0,0,0,0,129780,0,0
"United States of America","Israel",1520,0,0,0,0,0,129681,0
"Uzbekistan","Ukraine",1521,0,0,0,0,129604,0,0
"Netherlands","Indonesia",1522,0,0,0,0,0,0,129575
"Saudi Arabia","Myanmar",1523,0,0,0,129398,0,0,0
"United Kingdom","Portugal",1524,0,0,0,0,129340,0,0
"United Kingdom","Portugal",1525,0,0,0,0,0,129340,0
"Germany","Portugal",1526,0,0,129271,0,0,0,0
"Singapore","Pakistan",1527,0,0,0,0,0,129253,0
"Estonia","Russian Federation",1528,0,0,0,0,0,129187,0
"Australia","Greece",1529,0,0,0,129010,0,0,0
"Italy","India",1530,0,0,0,0,128999,0,0
"South Africa","Zimbabwe",1531,0,0,128983,0,0,0,0
"Israel","Romania",1532,128886,0,0,0,0,0,0
"United Arab Emirates","Philippines",1533,0,0,128860,0,0,0,0
"Belgium","Netherlands",1534,0,0,0,0,0,128544,0
"Kuwait","Egypt",1535,0,0,0,128020,0,0,0
"Italy","France",1536,0,0,0,0,0,127941,0
"Netherlands","Germany",1537,127898,0,0,0,0,0,0
"Ireland","Poland",1538,0,0,0,0,0,127507,0
"Germany","Portugal",1539,0,0,0,0,0,0,127409
"Netherlands","Germany",1540,0,0,0,0,0,0,127373
"Argentina","Peru",1541,0,0,0,127337,0,0,0
"Canada","Viet Nam",1542,0,127335,0,0,0,0,0
"United States of America","Lebanon",1543,0,0,0,0,0,0,127280
"Germany","United States of America",1544,0,0,0,0,0,0,127218
"Singapore","India",1545,0,0,0,0,0,0,127189
"Germany","Iran (Islamic Republic of)",1546,0,0,0,0,0,0,127177
"Kyrgyzstan","Russian Federation",1547,0,0,0,0,126897,0,0
"Egypt","State of Palestine",1548,0,0,0,0,126871,0,0
"Austria","Germany",1549,0,0,126680,0,0,0,0
"Australia","Germany",1550,126452,0,0,0,0,0,0
"Belgium","Italy",1551,0,0,0,0,0,0,126432
"Belgium","Italy",1552,0,0,0,126370,0,0,0
"Bangladesh","Malaysia",1553,0,126263,0,0,0,0,0
"Australia","Germany",1554,0,0,0,0,126260,0,0
"United Kingdom","Zimbabwe",1555,0,0,0,0,126091,0,0
"Canada","Jamaica",1556,0,0,0,0,126035,0,0
"Israel","Romania",1557,0,0,125991,0,0,0,0
"South Africa","United Kingdom",1558,0,0,125874,0,0,0,0
"Spain","Italy",1559,0,0,0,0,0,0,125820
"Argentina","Uruguay",1560,0,125366,0,0,0,0,0
"United Kingdom","Kenya",1561,0,0,125340,0,0,0,0
"United States of America","Panama",1562,0,0,0,0,0,0,125329
"France","Madagascar",1563,0,0,0,0,0,125247,0
"United States of America","Kenya",1564,0,0,0,0,0,125185,0
"Germany","Spain",1565,0,0,125158,0,0,0,0
"Australia","Germany",1566,0,125092,0,0,0,0,0
"United States of America","Israel",1567,0,0,0,124955,0,0,0
"United States of America","Lebanon",1568,0,0,0,0,124883,0,0
"United Kingdom","Kenya",1569,0,0,0,124826,0,0,0
"Ireland","Poland",1570,0,0,0,0,124820,0,0
"Belgium","Netherlands",1571,0,0,0,0,124810,0,0
"United States of America","Egypt",1572,0,0,0,124709,0,0,0
"Italy","Poland",1573,0,0,0,0,124693,0,0
"Egypt","Syrian Arab Republic",1574,0,0,0,0,0,0,124688
"Chile","Peru",1575,0,0,0,0,124672,0,0
"Uzbekistan","Ukraine",1576,0,0,0,0,0,124602,0
"Canada","Netherlands",1577,124373,0,0,0,0,0,0
"Singapore","India",1578,0,0,0,0,124357,0,0
"Guatemala","El Salvador",1579,0,124346,0,0,0,0,0
"Uzbekistan","Ukraine",1580,0,0,0,0,0,0,124337
"France","Romania",1581,0,0,0,0,0,0,124240
"Czechia","Ukraine",1582,0,0,0,0,124172,0,0
"Ireland","United Kingdom",1583,0,124169,0,0,0,0,0
"Malaysia","Nepal",1584,0,0,0,124125,0,0,0
"Uganda","Sudan",1585,124116,0,0,0,0,0,0
"Liberia","Sierra Leone",1586,0,124102,0,0,0,0,0
"United Kingdom","Ghana",1587,0,0,0,0,0,124093,0
"Democratic Republic of the Congo","Rwanda",1588,0,0,0,0,124070,0,0
"Sudan","Ethiopia",1589,0,0,123478,0,0,0,0
"Belgium","France",1590,0,123438,0,0,0,0,0
"Bangladesh","Indonesia",1591,0,0,0,123383,0,0,0
"Netherlands","Germany",1592,0,123377,0,0,0,0,0
"Poland","Germany",1593,0,123377,0,0,0,0,0
"Saudi Arabia","Lebanon",1594,0,0,0,0,0,123277,0
"Netherlands","Germany",1595,0,0,0,0,0,123273,0
"Netherlands","Germany",1596,0,0,123252,0,0,0,0
"Malaysia","Philippines",1597,0,123116,0,0,0,0,0
"Australia","Germany",1598,0,0,0,123010,0,0,0
"Germany","France",1599,0,0,0,0,0,122911,0
"France","Senegal",1600,0,0,0,0,0,122616,0
"Australia","Germany",1601,0,0,0,0,0,0,122601
"United States of America","Ireland",1602,0,0,0,0,0,0,122529
"Australia","Greece",1603,0,0,0,0,122520,0,0
"United States of America","Iraq",1604,0,0,0,0,122517,0,0
"United Arab Emirates","Sudan",1605,0,0,0,0,0,122204,0
"Canada","Réunion",1606,0,0,0,0,0,122101,0
"Italy","Egypt",1607,0,0,0,0,0,0,122040
"Nigeria","Togo",1608,0,0,0,0,121778,0,0
"Sweden","Iraq",1609,0,0,0,0,121761,0,0
"Zimbabwe","Mozambique",1610,0,0,0,0,0,0,121628
"Lithuania","Russian Federation",1611,0,121622,0,0,0,0,0
"United Arab Emirates","Indonesia",1612,0,0,0,121621,0,0,0
"Greece","Germany",1613,0,0,0,0,121579,0,0
"Estonia","Russian Federation",1614,0,0,0,0,0,0,121568
"China, Hong Kong SAR","Indonesia",1615,0,0,0,121316,0,0,0
"Austria","Serbia",1616,0,121286,0,0,0,0,0
"Australia","Republic of Korea",1617,0,0,0,0,0,0,121204
"United States of America","Tunisia",1618,0,0,0,0,0,120883,0
"Netherlands","Germany",1619,0,0,0,0,120786,0,0
"Lebanon","Iraq",1620,0,0,0,0,0,120739,0
"United States of America","Guyana",1621,120698,0,0,0,0,0,0
"Canada","Iran (Islamic Republic of)",1622,0,0,0,0,120685,0,0
"Canada","Jamaica",1623,0,0,120632,0,0,0,0
"United States of America","Spain",1624,0,0,0,0,0,0,120608
"United States of America","Somalia",1625,0,0,0,0,120575,0,0
"Belgium","Italy",1626,0,0,0,0,120471,0,0
"United States of America","Ireland",1627,0,0,0,0,0,120144,0
"Belgium","Italy",1628,0,0,0,0,0,119955,0
"Latvia","Russian Federation",1629,0,0,0,0,0,0,119832
"Australia","Sri Lanka",1630,0,0,0,0,0,119700,0
"Kuwait","Egypt",1631,0,0,119693,0,0,0,0
"United States of America","Lebanon",1632,0,0,0,0,0,119613,0
"Canada","Jamaica",1633,0,0,0,119447,0,0,0
"Canada","Netherlands",1634,0,119431,0,0,0,0,0
"Nigeria","Togo",1635,0,0,0,119390,0,0,0
"United States of America","France",1636,119233,0,0,0,0,0,0
"Australia","Germany",1637,0,0,0,0,0,119100,0
"Malaysia","India",1638,0,0,0,0,119097,0,0
"Australia","Germany",1639,0,0,119040,0,0,0,0
"Spain","United Kingdom",1640,0,0,118972,0,0,0,0
"Democratic Republic of the Congo","South Sudan",1641,0,0,118742,0,0,0,0
"Italy","Romania",1642,0,0,118736,0,0,0,0
"United Arab Emirates","Sri Lanka",1643,0,0,0,0,0,0,118708
"France","Viet Nam",1644,0,0,0,118704,0,0,0
"Italy","Poland",1645,0,0,0,0,0,0,118588
"Gambia","Senegal",1646,0,0,0,0,0,118452,0
"Zimbabwe","Mozambique",1647,0,0,0,0,0,118442,0
"Turkmenistan","Russian Federation",1648,118324,0,0,0,0,0,0
"Canada","Philippines",1649,118304,0,0,0,0,0,0
"Nigeria","Niger",1650,0,0,0,0,0,0,118119
"France","Viet Nam",1651,0,0,0,0,118068,0,0
"Germany","France",1652,0,0,0,0,117963,0,0
"Italy","Ukraine",1653,0,0,0,117957,0,0,0
"China, Hong Kong SAR","Philippines",1654,0,0,0,0,0,117914,0
"Zimbabwe","Mozambique",1655,0,0,0,0,117799,0,0
"Australia","Greece",1656,0,0,0,0,0,0,117702
"Netherlands","Germany",1657,0,0,0,117599,0,0,0
"Egypt","State of Palestine",1658,0,0,0,117556,0,0,0
"Saudi Arabia","Jordan",1659,0,0,0,117432,0,0,0
"Germany","Netherlands",1660,0,0,0,0,0,117420,0
"France","Romania",1661,0,0,0,0,0,117373,0
"South Africa","United Kingdom",1662,117362,0,0,0,0,0,0
"Canada","Netherlands",1663,0,0,117329,0,0,0,0
"Italy","Peru",1664,0,0,0,0,0,0,117189
"South Africa","United Kingdom",1665,0,0,0,0,0,117150,0
"Germany","Hungary",1666,0,0,0,116809,0,0,0
"United Kingdom","Kenya",1667,0,116551,0,0,0,0,0
"Malaysia","Philippines",1668,0,0,0,0,0,0,116423
"United States of America","Egypt",1669,0,0,116275,0,0,0,0
"Canada","Pakistan",1670,0,0,0,116119,0,0,0
"Germany","Netherlands",1671,116092,0,0,0,0,0,0
"United States of America","Panama",1672,0,0,0,0,0,116055,0
"United States of America","Ghana",1673,0,0,0,0,116035,0,0
"Germany","United States of America",1674,0,0,0,0,0,115973,0
"Germany","Iran (Islamic Republic of)",1675,0,0,0,0,0,115936,0
"Australia","Greece",1676,0,0,0,0,0,115820,0
"United Kingdom","Philippines",1677,0,0,0,0,115812,0,0
"United States of America","Trinidad and Tobago",1678,115710,0,0,0,0,0,0
"Republic of Korea","Viet Nam",1679,0,0,0,0,0,0,115632
"China, Hong Kong SAR","Philippines",1680,0,0,0,0,115475,0,0
"United States of America","Romania",1681,0,115055,0,0,0,0,0
"Argentina","Uruguay",1682,0,0,0,0,115039,0,0
"Italy","Peru",1683,0,0,0,0,115021,0,0
"Italy","Poland",1684,0,0,0,0,0,114950,0
"United States of America","Lebanon",1685,0,0,0,114895,0,0,0
"Netherlands","Morocco",1686,114850,0,0,0,0,0,0
"Honduras","El Salvador",1687,114810,0,0,0,0,0,0
"United Kingdom","Italy",1688,0,0,0,114731,0,0,0
"Lebanon","Egypt",1689,0,0,0,114723,0,0,0
"Israel","Russian Federation",1690,0,0,0,0,0,114630,0
"Australia","United States of America",1691,0,0,0,0,0,0,114549
"Italy","Philippines",1692,0,0,0,114522,0,0,0
"Argentina","Uruguay",1693,0,0,0,114433,0,0,0
"Gambia","Senegal",1694,0,0,0,0,114333,0,0
"Australia","South Africa",1695,0,0,0,114150,0,0,0
"United States of America","Nepal",1696,0,0,0,0,0,0,114120
"Greece","Germany",1697,0,0,0,0,0,114110,0
"Lebanon","Iraq",1698,0,0,0,0,0,0,114049
"Spain","France",1699,0,113860,0,0,0,0,0
"Argentina","Uruguay",1700,0,0,113827,0,0,0,0
"Austria","Germany",1701,0,113756,0,0,0,0,0
"Switzerland","France",1702,0,0,0,113664,0,0,0
"Republic of Korea","Viet Nam",1703,0,0,0,0,0,113589,0
"South Africa","Lesotho",1704,0,0,113578,0,0,0,0
"Democratic Republic of the Congo","South Sudan",1705,113409,0,0,0,0,0,0
"Italy","Peru",1706,0,0,0,0,0,113226,0
"Poland","Lithuania",1707,113201,0,0,0,0,0,0
"France","Madagascar",1708,0,0,0,0,113062,0,0
"Germany","France",1709,0,0,0,112952,0,0,0
"Italy","Pakistan",1710,0,0,0,0,0,0,112947
"Kuwait","Pakistan",1711,0,112925,0,0,0,0,0
"United States of America","Indonesia",1712,0,0,0,0,0,0,112873
"Kuwait","Philippines",1713,0,0,0,0,112782,0,0
"Gambia","Senegal",1714,0,0,112746,0,0,0,0
"Nigeria","Niger",1715,0,0,0,0,0,112733,0
"Germany","Netherlands",1716,0,0,0,0,112693,0,0
"Italy","Tunisia",1717,0,0,0,0,112624,0,0
"Israel","Romania",1718,0,0,0,112577,0,0,0
"United States of America","Israel",1719,0,0,112505,0,0,0,0
"Canada","Republic of Korea",1720,0,0,0,0,112400,0,0
"Benin","Togo",1721,0,0,0,0,0,0,112300
"United Republic of Tanzania","Democratic Republic of the Congo",1722,0,0,112286,0,0,0,0
"Australia","Philippines",1723,0,0,112180,0,0,0,0
"Switzerland","Serbia",1724,0,0,0,112119,0,0,0
"Spain","Portugal",1725,0,0,0,0,0,112032,0
"Canada","France",1726,0,0,0,0,0,0,112025
"Ethiopia","South Sudan",1727,0,0,0,0,112021,0,0
"Gambia","Senegal",1728,0,0,0,111877,0,0,0
"United Arab Emirates","Sudan",1729,0,0,0,0,111835,0,0
"Kyrgyzstan","Russian Federation",1730,0,0,0,0,0,111753,0
"United States of America","Spain",1731,0,0,0,0,0,111685,0
"Germany","Netherlands",1732,0,111594,0,0,0,0,0
"United Kingdom","Italy",1733,0,0,0,0,111540,0,0
"Germany","United Kingdom",1734,0,0,111510,0,0,0,0
"Israel","Russian Federation",1735,0,0,0,0,0,0,111474
"Greece","Germany",1736,0,0,0,0,0,0,111442
"United Kingdom","Somalia",1737,0,0,0,0,111360,0,0
"Malaysia","Philippines",1738,0,0,0,0,0,111343,0
"Germany","United States of America",1739,0,0,0,0,111303,0,0
"Germany","Iran (Islamic Republic of)",1740,0,0,0,0,111268,0,0
"Israel","Russian Federation",1741,0,0,0,0,111148,0,0
"China, Hong Kong SAR","Indonesia",1742,0,0,111117,0,0,0,0
"Germany","Portugal",1743,0,111027,0,0,0,0,0
"Côte d'Ivoire","Ghana",1744,0,0,0,0,0,0,111024
"Republic of Moldova","Ukraine",1745,0,0,111007,0,0,0,0
"Libya","Somalia",1746,0,0,0,0,0,0,110919
"Germany","United States of America",1747,0,0,0,110843,0,0,0
"Congo","Democratic Republic of the Congo",1748,0,110720,0,0,0,0,0
"Austria","Turkey",1749,0,0,110695,0,0,0,0
"United Kingdom","Cyprus",1750,0,0,0,0,0,0,110689
"France","Senegal",1751,0,0,0,0,110686,0,0
"Ethiopia","South Sudan",1752,0,0,0,110527,0,0,0
"United Arab Emirates","Sri Lanka",1753,0,0,0,0,0,110523,0
"Germany","Netherlands",1754,0,0,0,110348,0,0,0
"United States of America","Hungary",1755,110337,0,0,0,0,0,0
"Czechia","Ukraine",1756,0,0,0,0,0,0,110337
"Turkmenistan","Uzbekistan",1757,110271,0,0,0,0,0,0
"Italy","Switzerland",1758,0,0,0,110133,0,0,0
"Czechia","Slovakia",1759,0,0,0,109909,0,0,0
"United States of America","Ethiopia",1760,0,0,0,109858,0,0,0
"Germany","United States of America",1761,0,0,109838,0,0,0,0
"Chile","Venezuela (Bolivarian Republic of)",1762,0,0,0,0,0,0,109798
"Switzerland","Portugal",1763,0,109787,0,0,0,0,0
"United States of America","Venezuela (Bolivarian Republic of)",1764,0,0,109748,0,0,0,0
"United Kingdom","Kenya",1765,109722,0,0,0,0,0,0
"United Kingdom","Sri Lanka",1766,0,0,0,0,109679,0,0
"Romania","Republic of Moldova",1767,0,0,0,0,0,109623,0
"Switzerland","Serbia",1768,0,0,0,0,109553,0,0
"Singapore","Pakistan",1769,0,0,0,0,0,0,109537
"Kyrgyzstan","Russian Federation",1770,0,0,0,0,0,0,109511
"Italy","Tunisia",1771,0,0,0,0,0,0,109387
"Belgium","France",1772,109361,0,0,0,0,0,0
"Spain","Portugal",1773,0,0,0,0,0,0,109184
"United States of America","South Africa",1774,0,0,0,0,0,0,109110
"Venezuela (Bolivarian Republic of)","Spain",1775,109078,0,0,0,0,0,0
"Canada","Viet Nam",1776,108997,0,0,0,0,0,0
"France","United Kingdom",1777,0,0,108951,0,0,0,0
"United States of America","Honduras",1778,108923,0,0,0,0,0,0
"Italy","Egypt",1779,0,0,0,0,0,108907,0
"Singapore","Pakistan",1780,0,0,0,0,108812,0,0
"Spain","Venezuela (Bolivarian Republic of)",1781,0,0,0,108707,0,0,0
"Greece","Germany",1782,0,0,0,108685,0,0,0
"United States of America","Lebanon",1783,0,0,108599,0,0,0,0
"Mauritania","Mali",1784,0,0,0,0,0,0,108528
"South Africa","Malawi",1785,0,0,0,0,0,0,108474
"Germany","Iran (Islamic Republic of)",1786,0,0,0,108310,0,0,0
"United Kingdom","France",1787,0,0,0,108252,0,0,0
"Qatar","Indonesia",1788,108178,0,0,0,0,0,0
"Canada","Jamaica",1789,0,108174,0,0,0,0,0
"Qatar","Philippines",1790,0,0,0,0,107963,0,0
"Canada","Sri Lanka",1791,0,0,0,107923,0,0,0
"United States of America","Panama",1792,0,0,107847,0,0,0,0
"Germany","United Kingdom",1793,0,107736,0,0,0,0,0
"Sudan","Ethiopia",1794,0,0,0,107732,0,0,0
"Argentina","Spain",1795,0,0,0,107663,0,0,0
"United States of America","Panama",1796,0,0,0,0,107540,0,0
"Austria","Serbia",1797,107506,0,0,0,0,0,0
"Côte d'Ivoire","Ghana",1798,0,0,0,0,0,107490,0
"Germany","Netherlands",1799,0,0,107095,0,0,0,0
"Italy","Egypt",1800,0,0,0,0,107072,0,0
"Zimbabwe","Malawi",1801,0,0,0,0,0,0,107051
"Kuwait","Egypt",1802,0,107006,0,0,0,0,0
"United States of America","Thailand",1803,106919,0,0,0,0,0,0
"France","Madagascar",1804,0,0,0,106558,0,0,0
"Australia","Republic of Korea",1805,0,0,0,0,0,106550,0
"Afghanistan","Pakistan",1806,0,0,0,0,0,0,106528
"Germany","France",1807,0,0,106502,0,0,0,0
"France","Poland",1808,0,0,0,0,0,0,106472
"Spain","Italy",1809,0,0,0,0,0,106324,0
"China, Hong Kong SAR","Philippines",1810,0,0,0,106282,0,0,0
"Malaysia","India",1811,0,0,0,106098,0,0,0
"United States of America","Panama",1812,0,0,0,106087,0,0,0
"Germany","Morocco",1813,0,0,0,0,0,0,105928
"Norway","Poland",1814,0,0,0,0,0,0,105843
"South Africa","United Kingdom",1815,0,105771,0,0,0,0,0
"United States of America","Nepal",1816,0,0,0,0,0,105677,0
"France","United Kingdom",1817,0,105643,0,0,0,0,0
"United States of America","Iraq",1818,0,0,0,105551,0,0,0
"Poland","Germany",1819,0,0,105540,0,0,0,0
"France","Viet Nam",1820,0,0,105501,0,0,0,0
"Benin","Togo",1821,0,0,0,0,0,105441,0
"Czechia","Slovakia",1822,0,105379,0,0,0,0,0
"Kuwait","Indonesia",1823,0,0,0,0,0,0,105340
"Cameroon","Nigeria",1824,105140,0,0,0,0,0,0
"Jordan","Egypt",1825,0,0,0,0,0,0,105084
"France","Switzerland",1826,0,0,0,0,0,0,104900
"Australia","Netherlands",1827,104866,0,0,0,0,0,0
"France","Poland",1828,0,0,0,0,104843,0,0
"Germany","United States of America",1829,0,104837,0,0,0,0,0
"Jordan","Syrian Arab Republic",1830,0,0,0,104791,0,0,0
"Saudi Arabia","Myanmar",1831,0,0,104750,0,0,0,0
"Malaysia","Philippines",1832,104730,0,0,0,0,0,0
"Australia","United States of America",1833,0,0,0,0,0,104650,0
"Canada","Netherlands",1834,0,0,0,104551,0,0,0
"Canada","France",1835,0,0,0,0,0,104539,0
"Libya","Somalia",1836,0,0,0,0,0,104539,0
"United States of America","Indonesia",1837,0,0,0,0,0,104522,0
"Mauritania","Mali",1838,0,0,0,0,0,104491,0
"United Kingdom","Turkey",1839,0,0,0,0,0,0,104491
"Germany","Viet Nam",1840,0,0,0,0,0,0,104454
"Lebanon","Egypt",1841,0,104377,0,0,0,0,0
"Germany","Iran (Islamic Republic of)",1842,0,0,104331,0,0,0,0
"Zimbabwe","Malawi",1843,0,0,0,0,0,104247,0
"Belgium","Turkey",1844,0,0,0,0,0,0,104059
"Germany","United Kingdom",1845,103961,0,0,0,0,0,0
"Italy","Senegal",1846,0,0,0,0,0,0,103744
"United Kingdom","Italy",1847,0,0,103689,0,0,0,0
"Zimbabwe","Malawi",1848,0,0,0,0,103681,0,0
"Israel","Romania",1849,0,0,0,0,0,103678,0
"Australia","Philippines",1850,0,103492,0,0,0,0,0
"Côte d'Ivoire","Ghana",1851,0,0,0,0,103072,0,0
"Saudi Arabia","Ethiopia",1852,0,0,0,0,102910,0,0
"Republic of Moldova","Russian Federation",1853,0,0,102749,0,0,0,0
"United States of America","Hungary",1854,0,102530,0,0,0,0,0
"Canada","Republic of Korea",1855,0,0,0,102474,0,0,0
"Germany","Portugal",1856,0,0,0,102455,0,0,0
"France","United Kingdom",1857,102335,0,0,0,0,0,0
"France","Viet Nam",1858,0,102298,0,0,0,0,0
"Zimbabwe","Malawi",1859,0,0,0,102211,0,0,0
"United States of America","Turkey",1860,0,0,0,0,102159,0,0
"Russian Federation","Latvia",1861,0,0,101991,0,0,0,0
"Saudi Arabia","Myanmar",1862,0,101950,0,0,0,0,0
"Turkey","Greece",1863,101752,0,0,0,0,0,0
"Cameroon","Nigeria",1864,0,0,0,101721,0,0,0
"Italy","Tunisia",1865,0,0,0,0,0,101717,0
"Ghana","Togo",1866,0,0,0,0,0,0,101677
"Germany","Spain",1867,0,0,0,101503,0,0,0
"Australia","Malaysia",1868,0,0,0,101390,0,0,0
"Spain","Peru",1869,0,0,0,101295,0,0,0
"Djibouti","Somalia",1870,101216,0,0,0,0,0,0
"Belgium","Netherlands",1871,0,0,0,101202,0,0,0
"United Arab Emirates","Sri Lanka",1872,0,0,0,0,101145,0,0
"United States of America","South Africa",1873,0,0,0,0,0,101037,0
