,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,United Nations,,,,,,,,,,,,,,,,,,,,,
,,,,Population Division,,,,,,,,,,,,,,,,,,,,,
,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Workbook: UN_MigrantStockTotal_2019.xlsx,,,,,,,,,,,,,,,,,,,,,
,,,,"Table 1 -  International migrant stock at mid-year by sex and by major area, region, country or area, 1990-2019",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Copyright © 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,
,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs. Population Division (2019). International Migrant Stock 2019 (United Nations database, POP/DB/MIG/Stock/Rev.2019).",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sort
order","Major area, region, country or area of destination",Notes,Code,Type of data (a),International migrant stock at mid-year (both sexes),,,,,,,International migrant stock at mid-year (male),,,,,,,International migrant stock at mid-year (female),,,,,,
,,,,,1990,1995,2000,2005,2010,2015,2019,1990,1995,2000,2005,2010,2015,2019,1990,1995,2000,2005,2010,2015,2019
101,State of Palestine,8,275,B,"288,332","281,767","275,202","266,617","258,032","255,507","253,735","132,101","128,328","124,555","119,621","114,688","113,237","112,452","156,231","153,439","150,647","146,996","143,344","142,270","141,283"
102,Syrian Arab Republic,,760,C R,"714,140","830,610","834,916","878,308","1,787,561","871,174","867,848","364,077","423,115","427,981","450,438","913,004","445,050","444,710","350,063","407,495","406,935","427,870","874,557","426,124","423,138"
103,Turkey,,792,B R,"1,163,686","1,216,173","1,280,963","1,319,236","1,367,034","4,346,197","5,876,829","577,329","593,938","616,007","618,938","625,960","2,390,166","3,258,212","586,357","622,235","664,956","700,298","741,074","1,956,031","2,618,617"
104,United Arab Emirates,,784,C R,"1,306,574","1,824,118","2,447,010","3,281,115","7,316,697","7,995,126","8,587,256","931,959","1,309,868","1,757,200","2,388,299","5,463,446","5,890,170","6,326,020","374,615","514,250","689,810","892,816","1,853,251","2,104,956","2,261,236"
105,Yemen,,887,CR,"118,863","136,515","144,940","171,871","288,394","379,882","385,628","67,010","77,832","80,514","98,879","156,123","199,390","202,414","51,853","58,683","64,426","72,992","132,271","180,492","183,214"
106,CENTRAL AND SOUTHERN ASIA,,921,,"26,168,623","21,247,814","20,467,161","18,958,191","19,576,330","19,443,802","19,627,025","13,343,124","10,736,690","10,422,740","9,564,717","9,985,922","9,848,815","9,924,905","12,825,499","10,511,124","10,044,421","9,393,474","9,590,408","9,594,987","9,702,120"
107,Central Asia,,5500,,"6,630,683","5,904,795","5,189,082","5,235,877","5,264,938","5,392,792","5,543,398","2,972,344","2,655,599","2,327,133","2,413,191","2,490,544","2,596,335","2,673,333","3,658,339","3,249,196","2,861,949","2,822,686","2,774,394","2,796,457","2,870,065"
108,Kazakhstan,,398,B,"3,619,200","3,251,968","2,874,194","3,103,027","3,334,937","3,546,060","3,705,556","1,666,164","1,497,455","1,323,580","1,472,820","1,625,155","1,757,828","1,836,893","1,953,036","1,754,513","1,550,614","1,630,207","1,709,782","1,788,232","1,868,663"
109,Kyrgyzstan,,417,B,"623,083","518,338","389,824","309,399","232,065","204,382","200,260","260,416","216,638","162,927","128,064","94,596","82,616","80,945","362,667","301,700","226,897","181,335","137,469","121,766","119,315"
110,Tajikistan,,762,B,"428,900","348,347","299,499","280,466","279,808","275,101","274,071","187,972","151,894","131,653","121,403","121,780","118,639","118,207","240,928","196,453","167,846","159,063","158,028","156,462","155,864"
111,Turkmenistan,,795,B,"306,500","273,565","219,067","213,053","197,979","196,376","195,127","134,174","132,122","102,810","101,214","90,634","91,531","92,240","172,326","141,443","116,257","111,839","107,345","104,845","102,887"
112,Uzbekistan,,860,B,"1,653,000","1,512,577","1,406,498","1,329,932","1,220,149","1,170,873","1,168,384","723,618","657,490","606,163","589,690","558,379","545,721","545,048","929,382","855,087","800,335","740,242","661,770","625,152","623,336"
113,Southern Asia,,5501,,"19,537,940","15,343,019","15,278,079","13,722,314","14,311,392","14,051,010","14,083,627","10,370,780","8,081,091","8,095,607","7,151,526","7,495,378","7,252,480","7,251,572","9,167,160","7,261,928","7,182,472","6,570,788","6,816,014","6,798,530","6,832,055"
114,Afghanistan,,4,B,"57,686","71,522","75,917","87,300","102,246","489,749","149,762","32,558","39,105","42,848","49,274","57,709","248,212","74,974","25,128","32,417","33,069","38,026","44,537","241,537","74,788"
115,Bangladesh,,50,B R,"881,617","934,735","987,853","1,166,700","1,345,546","1,422,805","2,185,613","476,097","503,989","531,907","621,228","710,548","752,035","1,124,293","405,520","430,746","455,946","545,472","634,998","670,770","1,061,320"
116,Bhutan,,64,B,"23,807","27,972","32,137","40,279","48,420","51,106","53,254","19,409","22,804","26,200","32,742","39,283","43,396","45,220","4,398","5,168","5,937","7,537","9,137","7,710","8,034"
117,India,,356,B R,"7,594,801","6,952,238","6,411,331","5,923,945","5,439,758","5,240,960","5,154,737","3,967,470","3,608,978","3,303,591","3,045,849","2,789,748","2,684,680","2,640,513","3,627,331","3,343,260","3,107,740","2,878,096","2,650,010","2,556,280","2,514,224"
118,Iran (Islamic Republic of),,364,B R,"4,291,601","2,937,668","2,803,805","2,568,930","2,761,561","2,726,420","2,682,214","2,456,700","1,705,972","1,662,264","1,410,319","1,571,723","1,445,236","1,421,804","1,834,901","1,231,696","1,141,541","1,158,611","1,189,838","1,281,184","1,260,410"
119,Maldives,,462,C,"8,689","18,510","27,092","45,045","54,659","64,273","69,249","4,777","9,243","14,907","27,079","41,712","56,345","60,709","3,912","9,267","12,185","17,966","12,947","7,928","8,540"
120,Nepal,,524,B R,"429,974","690,225","717,900","679,457","578,657","509,471","490,802","125,966","217,088","241,959","235,203","189,518","156,361","148,487","304,008","473,137","475,941","444,254","389,139","353,110","342,315"
121,Pakistan,,586,B R,"6,208,204","3,669,308","4,181,912","3,171,132","3,941,586","3,506,520","3,257,978","3,264,380","1,951,223","2,249,960","1,708,514","2,074,443","1,845,470","1,714,663","2,943,824","1,718,085","1,931,952","1,462,618","1,867,143","1,661,050","1,543,315"
122,Sri Lanka,,144,B R,"41,561","40,841","40,132","39,526","38,959","39,706","40,018","23,423","22,689","21,971","21,318","20,694","20,745","20,909","18,138","18,152","18,161","18,208","18,265","18,961","19,109"
123,EASTERN AND SOUTH-EASTERN ASIA,,1832,,"6,835,882","8,339,806","10,506,212","12,947,187","15,748,091","17,874,084","18,296,631","3,507,907","4,190,876","5,165,913","6,420,138","7,869,234","9,015,303","9,279,494","3,327,975","4,148,930","5,340,299","6,527,049","7,878,857","8,858,781","9,017,137"
124,Eastern Asia,,906,,"3,959,266","4,639,749","5,393,004","6,228,684","7,062,527","7,636,397","8,105,764","1,996,803","2,274,256","2,551,537","2,938,257","3,331,226","3,623,546","3,860,985","1,962,463","2,365,493","2,841,467","3,290,427","3,731,301","4,012,851","4,244,779"
125,China,9,156,C,"376,361","442,198","508,034","678,947","849,861","978,046","1,030,871","191,954","223,018","254,082","379,920","505,758","600,136","632,550","184,407","219,180","253,952","299,027","344,103","377,910","398,321"
126,"China, Hong Kong SAR",10,344,B,"2,218,473","2,443,798","2,669,122","2,721,235","2,779,950","2,838,665","2,942,254","1,124,544","1,175,087","1,225,629","1,185,121","1,147,539","1,119,957","1,143,329","1,093,929","1,268,711","1,443,493","1,536,114","1,632,411","1,718,708","1,798,925"
127,"China, Macao SAR",11,446,B,"205,047","224,929","240,791","279,308","318,506","376,066","399,572","96,379","103,660","109,391","130,387","146,407","174,589","185,502","108,668","121,269","131,400","148,921","172,099","201,477","214,070"
128,Dem. People's Republic of Korea,,408,I,"34,103","35,143","36,183","40,097","44,010","48,458","49,393","17,393","17,562","17,731","19,749","21,766","24,110","24,576","16,710","17,581","18,452","20,348","22,244","24,348","24,817"
129,Japan,,392,C,"1,075,317","1,362,371","1,686,444","2,011,555","2,134,151","2,232,189","2,498,891","538,765","680,212","796,928","931,198","972,481","1,050,070","1,208,168","536,552","682,159","889,516","1,080,357","1,161,670","1,182,119","1,290,723"
130,Mongolia,,496,C,"6,718","7,424","8,206","11,477","16,062","19,886","21,128","3,419","3,959","4,564","7,577","11,880","13,284","14,114","3,299","3,465","3,642","3,900","4,182","6,602","7,014"
131,Republic of Korea,,410,C,"43,247","123,886","244,224","486,065","919,987","1,143,087","1,163,655","24,349","70,758","143,212","284,305","525,395","641,400","652,746","18,898","53,128","101,012","201,760","394,592","501,687","510,909"
132,South-Eastern Asia,,920,,"2,876,616","3,700,057","5,113,208","6,718,503","8,685,564","10,237,687","10,190,867","1,511,104","1,916,620","2,614,376","3,481,881","4,538,008","5,391,757","5,418,509","1,365,512","1,783,437","2,498,832","3,236,622","4,147,556","4,845,930","4,772,358"
133,Brunei Darussalam,,96,B,"73,200","84,748","96,296","98,441","100,587","102,733","110,641","41,856","47,832","53,807","55,265","56,723","58,181","62,660","31,344","36,916","42,489","43,176","43,864","44,552","47,981"
134,Cambodia,,116,B,"38,375","92,230","146,085","114,031","81,977","73,963","78,649","19,084","45,361","71,638","57,511","43,385","39,854","42,379","19,291","46,869","74,447","56,520","38,592","34,109","36,270"
135,Indonesia,,360,B R,"465,612","378,960","292,307","289,568","305,416","338,124","353,135","229,885","191,600","153,315","165,493","174,864","196,717","205,451","235,727","187,360","138,992","124,075","130,552","141,407","147,684"
136,Lao People's Democratic Republic,,418,C R,"22,866","23,526","21,948","20,371","32,955","45,538","48,275","11,806","12,199","11,564","10,930","20,133","29,335","31,099","11,060","11,327","10,384","9,441","12,822","16,203","17,176"
137,Malaysia,12,458,C R,"695,920","937,368","1,463,598","1,918,504","2,417,395","3,280,681","3,430,380","405,808","534,964","822,679","1,133,541","1,469,977","1,996,220","2,097,159","290,112","402,404","640,919","784,963","947,418","1,284,461","1,333,221"
138,Myanmar,,104,C,"133,545","113,663","98,011","83,025","76,414","73,309","75,998","72,310","61,489","52,150","44,506","41,574","40,178","41,652","61,235","52,174","45,861","38,519","34,840","33,131","34,346"
139,Philippines,,608,C R,"154,071","207,345","318,095","257,468","208,599","211,862","218,530","81,347","107,524","161,904","133,023","107,933","109,783","113,239","72,724","99,821","156,191","124,445","100,666","102,079","105,291"
140,Singapore,,702,B,"727,262","991,492","1,351,691","1,710,594","2,164,794","2,543,638","2,155,653","345,842","456,411","601,671","758,762","956,856","1,122,986","950,192","381,420","535,081","750,020","951,832","1,207,938","1,420,652","1,205,461"
141,Thailand,,764,B R,"528,693","809,720","1,257,821","2,163,447","3,224,131","3,486,526","3,635,085","283,486","426,290","647,728","1,086,166","1,624,755","1,751,187","1,825,505","245,207","383,430","610,093","1,077,281","1,599,376","1,735,339","1,809,580"
142,Timor-Leste,,626,B,"8,954","9,743","10,602","11,286","11,540","8,520","8,417","4,450","4,763","5,095","5,578","5,837","5,148","5,086","4,504","4,980","5,507","5,708","5,703","3,372","3,331"
143,Viet Nam,,704,C R,"28,118","51,262","56,754","51,768","61,756","72,793","76,104","15,230","28,187","32,825","31,106","35,971","42,168","44,087","12,888","23,075","23,929","20,662","25,785","30,625","32,017"
144,LATIN AMERICA AND THE CARIBBEAN,,1830,,"7,161,371","6,688,710","6,570,729","7,224,942","8,262,433","9,441,679","11,673,288","3,592,878","3,346,421","3,278,974","3,590,334","4,106,262","4,721,847","5,847,136","3,568,493","3,342,289","3,291,755","3,634,608","4,156,171","4,719,832","5,826,152"
145,Caribbean,,915,,"1,056,483","1,148,720","1,247,863","1,311,361","1,326,879","1,489,916","1,524,793","549,633","593,309","640,428","670,961","678,006","795,477","815,111","506,850","555,411","607,435","640,400","648,873","694,439","709,682"
146,Anguilla,,660,B,"2,570","3,317","4,063","4,684","5,103","5,470","5,679","1,258","1,584","1,910","2,210","2,415","2,593","2,694","1,312","1,733","2,153","2,474","2,688","2,877","2,985"
147,Antigua and Barbuda,,28,B,"12,029","17,550","23,071","24,741","26,412","28,083","29,207","5,775","8,046","10,316","11,052","11,788","12,524","13,026","6,254","9,504","12,755","13,689","14,624","15,559","16,181"
148,Aruba,,533,B,"14,444","22,274","30,104","32,540","34,327","36,114","36,532","6,429","9,974","13,519","14,559","15,311","16,108","16,295","8,015","12,300","16,585","17,981","19,016","20,006","20,237"
149,Bahamas,,44,B,"26,855","31,654","36,454","45,595","54,736","59,306","62,962","13,827","16,620","19,414","23,646","27,878","29,994","31,844","13,028","15,034","17,040","21,949","26,858","29,312","31,118"
150,Barbados,,52,B,"24,024","26,224","28,424","30,624","32,825","34,475","34,807","10,065","11,235","12,405","13,575","14,746","15,488","15,638","13,959","14,989","16,019","17,049","18,079","18,987","19,169"
151,British Virgin Islands,,92,B,"8,035","10,046","12,958","15,016","17,074","19,132","20,778","4,126","5,034","6,386","7,401","8,415","9,430","10,242","3,909","5,012","6,572","7,615","8,659","9,702","10,536"
152,"Bonaire, Sint Eustatius and Saba",13,535,B,"38,410","42,258","46,105","62,205","11,445","13,002","15,484","17,257","18,830","20,402","28,015","5,530","6,292","7,494","21,153","23,428","25,703","34,190","5,915","6,710","7,990"
153,Cayman Islands,,136,C,"9,315","12,666","19,176","20,679","24,057","26,177","28,985","4,587","6,339","9,671","10,515","12,310","13,398","14,838","4,728","6,327","9,505","10,164","11,747","12,779","14,147"
154,Cuba,,192,B,"34,555","26,187","17,818","11,935","6,640","5,312","4,886","17,278","12,559","7,840","5,252","2,904","2,294","2,097","17,277","13,628","9,978","6,683","3,736","3,018","2,789"
155,Curaçao,,531,B,..,..,..,..,"34,627","37,611","40,883",..,..,..,..,"14,195","15,467","16,813",..,..,..,..,"20,432","22,144","24,070"
156,Dominica,,212,B,"2,519","3,121","3,723","4,744","8,110","8,093","8,264","1,309","1,623","1,955","2,491","4,200","4,215","4,303","1,210","1,498","1,768","2,253","3,910","3,878","3,961"
157,Dominican Republic,,214,B,"291,151","323,381","355,611","376,001","393,720","549,289","567,648","181,677","198,842","216,008","228,180","238,742","353,448","365,261","109,474","124,539","139,603","147,821","154,978","195,841","202,387"
158,Grenada,,308,B,"4,263","5,544","6,825","6,902","6,980","7,057","7,124","2,106","2,746","3,386","3,424","3,463","3,502","3,536","2,157","2,798","3,439","3,478","3,517","3,555","3,588"
159,Guadeloupe,14,312,B,"65,944","74,566","83,188","89,065","94,942","98,507","100,030","32,718","36,248","39,778","41,273","42,768","43,858","44,537","33,226","38,318","43,410","47,792","52,174","54,649","55,493"
160,Haiti,,332,B,"19,084","18,129","17,222","16,360","17,178","18,036","18,756","10,606","10,076","9,572","9,093","9,548","10,025","10,426","8,478","8,053","7,650","7,267","7,630","8,011","8,330"
161,Jamaica,,388,B,"20,475","22,713","24,952","24,314","23,677","23,167","23,468","9,981","11,242","12,503","12,263","12,024","11,766","11,920","10,494","11,471","12,449","12,051","11,653","11,401","11,548"
162,Martinique,,474,B,"38,705","46,599","54,492","57,034","59,575","61,731","61,647","19,091","22,271","25,451","25,891","26,330","26,989","26,953","19,614","24,328","29,041","31,143","33,245","34,742","34,694"
163,Montserrat,,500,B,"2,013","1,612","1,211","1,244","1,291","1,351","1,375","1,029",825,622,639,664,696,709,984,787,589,605,627,655,666
164,Puerto Rico,,630,B,"321,909","338,067","355,038","352,144","304,969","280,494","266,828","153,354","160,739","168,480","166,780","142,939","130,916","123,980","168,555","177,328","186,558","185,364","162,030","149,578","142,848"
165,Saint Kitts and Nevis,,659,B,"3,210","4,248","5,871","6,682","7,245","7,443","7,587","1,642","2,196","3,068","3,501","3,806","3,916","3,992","1,568","2,052","2,803","3,181","3,439","3,527","3,595"
166,Saint Lucia,,662,B,"5,305","7,155","9,871","9,842","9,051","8,673","8,383","2,618","3,563","4,960","4,843","4,377","4,179","4,026","2,687","3,592","4,911","4,999","4,674","4,494","4,357"
167,Saint Vincent and the Grenadines,,670,B,"3,970","4,135","4,307","4,436","4,569","4,637","4,692","1,928","2,011","2,099","2,198","2,302","2,355","2,398","2,042","2,124","2,208","2,238","2,267","2,282","2,294"
168,Sint Maarten (Dutch part),,534,B,..,..,..,..,"26,200","27,295","28,260",..,..,..,..,"12,570","13,077","13,540",..,..,..,..,"13,630","14,218","14,720"
169,Trinidad and Tobago,,780,B,"50,666","45,994","41,753","44,812","48,226","50,021","59,249","23,528","21,303","19,288","20,647","23,152","24,464","29,114","27,138","24,691","22,465","24,165","25,074","25,557","30,135"
170,Turks and Caicos Islands,,796,B,"5,062","7,039","9,015","13,115","17,216","22,719","24,534","2,620","3,643","4,665","6,787","8,907","11,755","12,695","2,442","3,396","4,350","6,328","8,309","10,964","11,839"
171,United States Virgin Islands,,850,B,"51,970","54,241","56,611","56,647","56,684","56,721","56,745","24,824","25,760","26,730","26,726","26,722","26,728","26,740","27,146","28,481","29,881","29,921","29,962","29,993","30,005"
172,Central America,,916,,"1,829,911","1,298,916","1,107,577","1,385,713","1,749,940","1,878,860","1,927,688","903,333","643,244","554,886","692,144","874,453","933,844","958,952","926,578","655,672","552,691","693,569","875,487","945,016","968,736"
173,Belize,,84,B R ,"30,404","33,446","36,488","41,424","46,360","54,674","59,998","16,393","17,512","18,631","21,045","23,459","27,502","30,180","14,011","15,934","17,857","20,379","22,901","27,172","29,818"
174,Costa Rica,,188,B R,"417,628","364,287","310,946","358,175","405,404","411,697","417,768","212,173","184,485","156,798","176,335","195,873","197,613","201,934","205,455","179,802","154,148","181,840","209,531","214,084","215,834"
175,El Salvador,,222,B R,"47,360","39,537","31,713","36,019","40,324","42,045","42,617","22,218","18,564","14,909","17,029","19,148","19,996","20,269","25,142","20,973","16,804","18,990","21,176","22,049","22,348"
176,Guatemala,,320,B R,"264,257","156,188","48,119","57,252","66,384","78,352","80,421","112,615","66,913","21,211","26,064","30,917","37,136","38,117","151,642","89,275","26,908","31,188","35,467","41,216","42,304"
177,Honduras,,340,B R,"270,423","149,442","28,461","27,875","27,288","38,317","38,933","137,573","76,077","14,581","14,444","14,306","20,116","20,440","132,850","73,365","13,880","13,431","12,982","18,201","18,493"
178,Mexico,,484,B R,"695,674","458,549","538,051","712,487","969,538","1,028,803","1,060,707","348,353","229,589","270,896","359,642","490,691","515,917","531,912","347,321","228,960","267,155","352,845","478,847","512,886","528,795"
179,Nicaragua,,558,B R,"41,421","26,619","30,389","34,918","37,333","40,262","42,172","20,860","13,364","15,423","17,773","19,128","20,723","21,704","20,561","13,255","14,966","17,145","18,205","19,539","20,468"
180,Panama,,591,B,"62,744","70,848","83,410","117,563","157,309","184,710","185,072","33,148","36,740","42,437","59,812","80,931","94,841","94,396","29,596","34,108","40,973","57,751","76,378","89,869","90,676"
181,South America,,931,,"4,274,977","4,241,074","4,215,289","4,527,868","5,185,614","6,072,903","8,220,807","2,139,912","2,109,868","2,083,660","2,227,229","2,553,803","2,992,526","4,073,073","2,135,065","2,131,206","2,131,629","2,300,639","2,631,811","3,080,377","4,147,734"
182,Argentina,,32,B,"1,649,919","1,595,069","1,540,219","1,673,088","1,805,957","2,086,302","2,212,879","788,130","753,027","717,924","774,810","831,696","960,310","1,018,573","861,789","842,042","822,295","898,278","974,261","1,125,992","1,194,306"
183,Bolivia (Plurinational State of),,68,B,"73,758","83,598","92,658","107,745","122,846","142,989","156,114","37,549","42,806","47,665","56,019","64,380","74,939","81,818","36,209","40,792","44,993","51,726","58,466","68,050","74,296"
184,Brazil,,76,B,"798,517","741,557","684,596","638,582","592,568","716,568","807,006","426,147","396,152","366,156","343,019","319,882","386,838","435,661","372,370","345,405","318,440","295,563","272,686","329,730","371,345"
185,Chile,,152,B,"107,501","142,417","177,332","276,360","375,388","639,724","939,992","54,547","69,632","84,717","131,414","178,111","301,441","442,929","52,954","72,785","92,615","144,946","197,277","338,283","497,063"
186,Colombia,,170,B,"104,277","106,943","109,609","107,612","124,271","139,134","1,142,319","53,109","54,666","56,223","55,706","65,622","74,108","575,805","51,168","52,277","53,386","51,906","58,649","65,026","566,514"
187,Ecuador,,218,B R,"78,663","115,093","151,523","187,404","325,366","387,513","381,507","38,531","57,879","77,227","96,188","167,773","200,352","197,162","40,132","57,214","74,296","91,216","157,593","187,161","184,345"
188,Falkland Islands (Malvinas),15,238,B,855,868,"1,067","1,166","1,436","1,571","1,902",488,510,636,675,807,873,"1,057",367,358,431,491,629,698,845
189,French Guiana,,254,B,"63,612","70,131","76,649","86,468","96,288","106,108","117,372","34,843","36,869","38,895","42,729","46,564","50,399","55,751","28,769","33,262","37,754","43,739","49,724","55,709","61,621"
190,Guyana,,328,B,"4,095","6,352","8,610","10,868","13,126","15,384","15,699","2,200","3,405","4,611","5,817","7,023","8,229","8,398","1,895","2,947","3,999","5,051","6,103","7,155","7,301"
191,Paraguay,,600,B,"195,884","186,570","176,608","168,243","160,299","156,462","160,519","102,816","97,869","92,052","87,698","83,394","81,303","83,412","93,068","88,701","84,556","80,545","76,905","75,159","77,107"
192,Peru,,604,B,"56,688","56,732","66,300","77,877","104,706","154,774","782,169","28,376","28,062","32,839","38,959","56,097","91,090","424,317","28,312","28,670","33,461","38,918","48,609","63,684","357,852"
193,Suriname,,740,C,"18,083","22,320","27,506","33,664","39,713","43,127","46,157","9,767","12,091","14,938","18,340","21,658","23,544","25,227","8,316","10,229","12,568","15,324","18,055","19,583","20,930"
194,Uruguay,,858,B,"98,116","93,428","88,874","82,317","76,303","78,799","81,482","45,830","43,427","41,095","37,658","34,535","35,642","36,988","52,286","50,001","47,779","44,659","41,768","43,157","44,494"
195,Venezuela (Bolivarian Republic of),,862,B,"1,025,009","1,019,996","1,013,738","1,076,474","1,347,347","1,404,448","1,375,690","517,579","513,473","508,682","538,197","676,261","703,458","685,975","507,430","506,523","505,056","538,277","671,086","700,990","689,715"
196,OCEANIA,,909,,"4,731,848","5,022,287","5,361,231","6,023,412","7,127,680","8,069,944","8,927,925","2,415,611","2,535,461","2,676,393","2,987,798","3,539,110","4,005,312","4,425,192","2,316,237","2,486,826","2,684,838","3,035,614","3,588,570","4,064,632","4,502,733"
197,Australia / New Zealand,,927,,"4,473,260","4,741,947","5,065,063","5,717,982","6,830,423","7,769,466","8,618,009","2,271,419","2,382,510","2,519,827","2,826,880","3,381,077","3,846,117","4,261,252","2,201,841","2,359,437","2,545,236","2,891,102","3,449,346","3,923,349","4,356,757"
198,Australia,16,36,B,"3,955,213","4,153,330","4,386,250","4,878,030","5,882,980","6,729,730","7,549,270","2,013,196","2,093,280","2,189,900","2,419,190","2,922,030","3,343,330","3,744,438","1,942,017","2,060,050","2,196,350","2,458,840","2,960,950","3,386,400","3,804,832"
199,New Zealand,,554,B,"518,047","588,617","678,813","839,952","947,443","1,039,736","1,068,739","258,223","289,230","329,927","407,690","459,047","502,787","516,814","259,824","299,387","348,886","432,262","488,396","536,949","551,925"
200,Melanesia,,928,,"91,200","96,828","95,281","104,017","110,685","119,344","123,564","50,712","54,089","52,951","57,621","61,522","65,369","67,537","40,488","42,739","42,330","46,396","49,163","53,975","56,027"
201,Fiji,,242,B,"13,283","13,001","12,719","12,435","13,351","13,751","14,038","6,847","6,726","6,601","6,564","7,137","7,421","7,576","6,436","6,275","6,118","5,871","6,214","6,330","6,462"
202,New Caledonia,,540,B,"37,673","43,662","49,651","55,405","61,158","68,881","72,537","20,885","23,908","26,932","29,909","32,886","36,181","37,984","16,788","19,754","22,719","25,496","28,272","32,700","34,553"
203,Papua New Guinea,,598,C R,"33,710","33,526","26,304","30,106","30,425","30,940","31,212","19,362","19,832","15,874","17,920","18,466","18,734","18,944","14,348","13,694","10,430","12,186","11,959","12,206","12,268"
204,Solomon Islands,,90,B,"4,226","4,178","3,981","3,271","2,760","2,585","2,532","2,349","2,328","2,224","1,830","1,546","1,450","1,421","1,877","1,850","1,757","1,441","1,214","1,135","1,111"
205,Vanuatu,,548,B,"2,308","2,461","2,626","2,800","2,991","3,187","3,245","1,269","1,295","1,320","1,398","1,487","1,583","1,612","1,039","1,166","1,306","1,402","1,504","1,604","1,633"
206,Micronesia,,954,,"108,969","118,687","130,186","128,390","115,020","113,523","117,978","60,858","63,046","64,928","63,769","57,921","57,436","59,558","48,111","55,641","65,258","64,621","57,099","56,087","58,420"
207,Guam,,316,B,"69,755","71,912","74,070","74,743","75,416","76,089","79,846","39,364","38,822","38,280","38,602","38,924","39,246","41,185","30,391","33,090","35,790","36,141","36,492","36,843","38,661"
208,Kiribati,,296,B,"2,162","2,223","2,283","2,487","2,868","2,919","3,022","1,107","1,139","1,188","1,312","1,512","1,539","1,594","1,055","1,084","1,095","1,175","1,356","1,380","1,428"
209,Marshall Islands,,584,B,"1,158","1,480","1,891","2,417","3,089","3,284","3,296",721,916,"1,164","1,485","1,895","2,011","2,019",437,564,727,932,"1,194","1,273","1,277"
210,Micronesia (Fed. States of),,583,B,"3,685","3,342","3,116","2,905","2,806","2,756","2,819","2,099","2,119","1,721","1,565","1,503","1,473","1,508","1,586","1,223","1,395","1,340","1,303","1,283","1,311"
211,Nauru,,520,C,"2,815","2,605","2,394","2,253","1,183","1,890","2,114","1,506","1,395","1,283","1,208",653,"1,071","1,206","1,309","1,210","1,111","1,045",530,819,908
212,Northern Mariana Islands,,580,B,"26,593","32,376","40,122","37,542","24,168","21,648","21,815","14,261","15,847","17,387","15,977","10,223","9,100","9,171","12,332","16,529","22,735","21,565","13,945","12,548","12,644"
213,Palau,,585,B,"2,801","4,749","6,310","6,043","5,490","4,937","5,066","1,800","2,808","3,905","3,620","3,211","2,996","2,875","1,001","1,941","2,405","2,423","2,279","1,941","2,191"
214,Polynesia,17,957,,"58,419","64,825","70,701","73,023","71,552","67,611","68,374","32,622","35,816","38,687","39,528","38,590","36,390","36,845","25,797","29,009","32,014","33,495","32,962","31,221","31,529"
215,American Samoa,,16,B,"21,283","23,098","24,912","24,233","23,555","23,513","23,539","11,175","12,037","12,898","12,498","12,098","11,998","12,012","10,108","11,061","12,014","11,735","11,457","11,515","11,527"
216,Cook Islands,,184,B,"2,587","2,686","2,785","3,277","3,769","3,477","3,491","1,443","1,497","1,552","1,724","1,895","1,741","1,748","1,144","1,189","1,233","1,553","1,874","1,736","1,743"
217,French Polynesia,,258,B,"25,830","28,360","30,329","32,286","31,640","30,058","31,205","15,444","16,689","17,604","18,405","18,037","17,136","17,791","10,386","11,671","12,725","13,881","13,603","12,922","13,414"
218,Niue,,570,B,461,480,498,522,589,588,588,245,257,268,282,319,319,319,216,223,230,240,270,269,269
219,Samoa,,882,B,"3,357","4,694","5,998","5,746","5,122","4,252","4,035","1,771","2,451","3,101","2,940","2,594","2,148","2,038","1,586","2,243","2,897","2,806","2,528","2,104","1,997"
220,Tokelau,,772,B,270,266,262,258,429,487,504,150,147,144,133,206,233,242,120,119,118,125,223,254,262
221,Tonga,,776,B,"2,911","3,274","3,684","4,301","4,604","3,954","3,752","1,488","1,718","1,981","2,324","2,500","2,158","2,048","1,423","1,556","1,703","1,977","2,104","1,796","1,704"
222,Tuvalu,,798,C,318,263,218,209,220,230,238,180,148,121,115,121,126,131,138,115,97,94,99,104,107
223,Wallis and Futuna Islands,,876,B,"1,402","1,704","2,015","2,191","1,624","1,052","1,022",726,872,"1,018","1,107",820,531,516,676,832,997,"1,084",804,521,506
224,EUROPE AND NORTHERN AMERICA,,1829,,"77,218,639","86,830,777","97,210,482","108,958,079","121,648,886","130,641,662","140,952,361","37,616,614","42,314,866","47,485,143","53,320,323","59,055,300","62,928,202","68,295,933","39,602,025","44,515,911","49,725,339","55,637,756","62,593,586","67,713,460","72,656,428"
