,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,United Nations,,,,,,,,,,,,,,,,,
,,,,,Population Division,,,,,,,,,,,,,,,,,
,,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Workbook: UN_Migrant StockByAgeAndSex_2019.xlsx,,,,,,,,,,,,,,,,,
,,,,,"Table 5. Female migrants as a percentage of the international migrant stock by age and by major area, region, country or area, 1990-2019",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Copyright © 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,
,,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs. Population Division (2019). International Migrant Stock 2019 (United Nations database, POP/DB/MIG/Stock/Rev.2019).",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Year,"Sort
order","Major area, region, country or area of destination",Notes,Code,Type of data (a),Female migrants as a percentage of the international migrant stock,,,,,,,,,,,,,,,,
,,,,,,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1990,1990115,Bangladesh,,50,B R,48.2,49.6,43.8,44.8,48.3,47.1,44.9,41.0,44.3,42.8,44.7,44.7,44.7,44.7,44.6,44.7,46.0
1990,1990116,Bhutan,,64,B,34.9,33.9,36.5,24.9,6.8,19.4,11.2,13.5,15.4,18.5,20.6,24.0,29.9,26.7,29.3,36.2,18.5
1990,1990117,India,,356,B R,48.3,47.7,47.0,47.1,47.9,48.8,48.4,47.1,46.0,45.6,45.9,46.7,48.0,48.0,49.4,49.4,47.8
1990,1990118,Iran (Islamic Republic of),,364,B R,48.7,47.0,45.2,43.3,41.8,40.9,40.6,41.0,42.2,43.4,43.4,42.2,40.7,37.7,37.7,37.7,42.8
1990,1990119,Maldives,,462,C,49.4,47.5,47.0,47.8,47.5,46.3,45.8,43.6,42.5,41.7,41.0,40.2,39.8,42.0,44.1,46.3,45.0
1990,1990120,Nepal,,524,B R,49.4,48.0,51.0,70.7,77.7,77.1,76.2,72.8,73.5,70.9,69.5,67.6,70.1,69.0,68.3,68.3,70.7
1990,1990121,Pakistan,,586,B R,48.2,47.6,46.9,47.0,47.9,48.7,48.4,47.0,45.9,45.6,45.8,46.6,48.0,48.0,49.3,49.3,47.4
1990,1990122,Sri Lanka,,144,B R,50.6,50.5,50.5,50.7,58.3,55.7,51.9,49.5,42.6,41.1,39.4,41.3,40.5,41.1,40.4,41.5,43.6
1990,1990123,EASTERN AND SOUTH-EASTERN ASIA,,1832,,50.0,49.9,48.8,48.5,49.5,49.8,48.8,47.2,46.1,45.5,45.9,47.3,47.9,50.9,52.8,58.1,48.7
1990,1990124,Eastern Asia,,906,,49.3,48.8,48.2,49.6,52.4,52.5,50.5,48.1,46.6,45.8,46.2,47.6,48.0,51.2,53.0,59.4,49.6
1990,1990125,China,9,156,C,50.0,49.5,49.1,50.5,52.6,53.0,50.6,47.5,45.4,44.5,44.8,45.9,45.9,45.9,45.9,45.9,49.0
1990,1990126,"China, Hong Kong SAR",10,344,B,49.4,47.5,45.8,47.1,51.2,53.0,51.0,47.9,46.3,45.1,45.5,47.3,47.6,51.1,54.0,61.8,49.3
1990,1990127,"China, Macao SAR",11,446,B,47.1,46.9,47.3,54.9,65.7,58.7,51.2,47.1,45.3,44.5,44.9,51.2,55.6,58.3,58.7,63.4,53.0
1990,1990128,Dem. People's Republic of Korea,,408,I,49.7,49.1,48.8,50.2,52.3,52.8,50.5,47.3,45.1,44.3,44.5,45.6,47.3,51.1,51.2,51.2,49.0
1990,1990129,Japan,,392,C,49.2,49.3,49.6,50.9,51.4,50.9,49.9,49.1,48.5,48.6,49.6,49.9,49.6,53.1,46.8,48.0,49.9
1990,1990130,Mongolia,,496,C,49.3,49.3,48.7,48.7,48.7,48.7,49.7,48.7,48.6,48.7,48.8,48.8,47.3,51.0,54.6,59.1,49.1
1990,1990131,Republic of Korea,,410,C,49.5,50.4,49.9,46.9,40.6,45.1,44.1,41.9,38.0,39.4,39.2,39.1,38.0,36.8,46.4,43.7,43.7
1990,1990132,South-Eastern Asia,,920,,50.4,50.6,49.1,47.8,47.0,46.8,46.4,45.7,45.2,44.8,45.2,46.4,47.7,49.6,52.3,54.4,47.5
1990,1990133,Brunei Darussalam,,96,B,47.9,46.5,48.3,46.8,47.1,43.8,41.4,38.7,36.0,39.3,43.0,49.3,43.3,46.9,46.9,47.2,42.8
1990,1990134,Cambodia,,116,B,45.2,48.1,50.9,53.2,53.3,50.3,48.4,48.1,48.2,48.2,47.7,49.4,51.2,53.0,53.4,57.9,50.3
1990,1990135,Indonesia,,360,B R,52.7,53.4,54.0,54.3,54.2,53.0,50.9,48.6,46.7,45.1,44.8,46.3,46.3,46.3,46.2,46.2,50.6
1990,1990136,Lao People's Democratic Republic,,418,C R,53.6,53.0,52.4,50.3,47.7,45.5,44.8,43.6,43.0,42.4,42.5,44.2,49.2,54.8,54.5,54.8,48.4
1990,1990137,Malaysia,12,458,C R,49.6,48.2,44.9,43.0,41.0,39.2,37.8,37.0,36.5,36.2,36.9,39.3,43.2,47.2,50.1,51.5,41.7
1990,1990138,Myanmar,,104,C,48.8,47.9,40.8,44.5,47.0,48.0,47.2,46.1,44.8,44.0,43.2,43.1,43.1,43.9,46.9,55.4,45.9
1990,1990139,Philippines,,608,C R,54.5,54.2,53.4,52.1,50.4,48.3,45.5,42.3,39.7,38.2,38.3,40.0,43.1,46.4,48.5,49.2,47.2
1990,1990140,Singapore,,702,B,46.8,46.6,47.4,49.8,53.0,54.9,54.8,53.4,52.2,51.1,50.7,50.4,51.6,54.2,58.4,58.4,52.4
1990,1990141,Thailand,,764,B R,50.0,52.2,51.0,49.1,47.0,44.9,42.8,40.4,37.6,34.7,32.8,34.7,40.1,46.1,49.5,50.5,46.4
1990,1990142,Timor-Leste,,626,B,46.7,48.2,51.4,55.7,59.0,59.2,55.3,48.4,41.1,35.9,33.8,35.0,39.1,40.0,45.9,60.0,50.3
1990,1990143,Viet Nam,,704,C R,50.8,50.3,49.7,47.7,45.2,43.2,42.2,41.3,40.8,40.2,40.3,41.9,46.6,52.1,52.0,52.2,45.8
1990,1990144,LATIN AMERICA AND THE CARIBBEAN,,1830,,48.0,48.7,49.5,50.8,51.6,51.5,50.6,49.7,48.9,48.0,47.2,47.2,48.5,49.0,50.7,55.3,49.8
1990,1990145,Caribbean,,915,,43.5,45.1,46.4,47.2,48.4,50.0,51.0,50.5,49.7,48.9,48.8,49.2,48.2,45.5,45.3,46.5,48.0
1990,1990146,Anguilla,,660,B,52.2,52.4,52.1,51.2,50.0,49.8,52.2,51.0,48.1,45.5,46.5,50.0,52.8,62.5,62.9,60.0,51.1
1990,1990147,Antigua and Barbuda,,28,B,53.4,53.5,53.2,52.3,51.0,51.2,52.9,52.2,49.6,47.3,48.8,52.1,53.9,53.2,53.4,58.3,52.0
1990,1990148,Aruba,,533,B,48.2,49.1,50.4,52.4,54.2,55.6,57.1,58.4,58.9,59.0,58.5,56.8,55.8,54.7,52.1,58.7,55.5
1990,1990149,Bahamas,,44,B,52.1,52.0,51.8,49.1,47.3,47.4,48.9,49.6,49.4,47.6,44.8,43.4,46.7,48.7,61.4,48.6,48.5
1990,1990150,Barbados,,52,B,47.6,52.2,50.7,51.0,55.6,59.0,61.1,60.9,59.3,59.8,62.7,58.7,64.8,64.8,64.8,63.0,58.1
1990,1990151,British Virgin Islands,,92,B,48.9,49.4,50.2,51.4,51.2,49.8,49.4,47.7,46.1,46.1,46.2,46.3,44.5,44.3,44.7,44.4,48.6
1990,1990152,"Bonaire, Sint Eustatius and Saba",13,535,B,50.0,50.6,51.0,52.2,53.9,55.7,56.5,56.7,56.7,56.3,56.0,56.0,55.9,47.8,39.8,76.6,55.1
1990,1990153,Cayman Islands,,136,C,46.3,51.7,48.9,54.4,49.0,51.7,53.1,53.7,48.6,49.7,46.3,47.5,45.0,43.0,38.2,69.9,50.8
1990,1990154,Cuba,,192,B,49.8,50.7,51.5,53.4,57.7,59.4,58.6,58.7,60.7,61.8,60.7,55.7,48.6,41.8,41.8,41.8,50.0
1990,1990155,Curaçao,,531,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,1990156,Dominica,,212,B,53.1,54.5,54.5,55.3,53.7,49.1,45.5,36.9,35.7,36.2,35.9,35.5,36.4,37.5,41.4,41.4,48.0
1990,1990157,Dominican Republic,,214,B,38.1,38.2,38.2,37.8,37.4,37.1,37.3,37.6,37.8,37.3,37.0,36.5,36.5,36.5,36.5,36.5,37.6
1990,1990158,Grenada,,308,B,51.3,50.0,48.9,49.6,51.4,54.7,58.1,51.5,51.4,52.7,51.1,44.9,38.0,41.5,41.2,48.0,50.6
1990,1990159,Guadeloupe,14,312,B,46.1,47.3,48.4,48.7,50.4,52.5,53.7,52.8,52.1,50.7,48.5,47.2,43.9,41.1,54.4,64.1,50.4
1990,1990160,Haiti,,332,B,39.7,42.6,45.8,50.8,52.9,52.5,49.6,42.6,38.6,39.9,42.0,43.4,43.3,43.1,42.4,49.0,44.4
1990,1990161,Jamaica,,388,B,48.2,48.5,48.7,49.5,50.1,54.9,54.3,54.3,48.8,48.3,49.0,50.5,50.5,50.4,51.0,58.2,51.3
1990,1990162,Martinique,,474,B,50.2,50.5,50.1,49.2,48.9,50.4,52.1,52.4,51.5,50.5,49.9,50.4,51.7,52.5,56.9,58.5,50.7
1990,1990163,Montserrat,,500,B,51.5,51.8,51.0,51.5,50.0,48.9,50.4,47.3,45.1,43.8,43.8,45.6,40.7,44.2,49.0,59.2,48.9
1990,1990164,Puerto Rico,,630,B,50.4,48.5,50.2,50.9,52.4,54.0,55.0,54.8,54.2,53.7,53.1,53.3,51.7,51.5,53.1,55.5,52.4
1990,1990165,Saint Kitts and Nevis,,659,B,48.4,49.2,48.4,49.1,50.5,51.8,51.0,49.0,47.9,47.0,46.0,44.0,43.9,44.9,48.2,55.6,48.8
1990,1990166,Saint Lucia,,662,B,50.7,50.6,50.1,50.7,51.2,52.0,52.5,52.4,50.4,47.3,46.4,46.9,48.3,48.6,47.8,53.3,50.7
1990,1990167,Saint Vincent and the Grenadines,,670,B,50.5,49.9,50.1,50.0,52.0,53.8,53.6,50.4,49.2,51.7,52.8,52.7,50.0,50.5,53.6,63.8,51.4
1990,1990168,Sint Maarten (Dutch part),,534,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,1990169,Trinidad and Tobago,,780,B,54.3,54.8,55.2,56.1,57.5,59.6,61.8,62.6,61.7,59.9,58.5,57.1,55.5,47.9,42.9,43.0,53.6
1990,1990170,Turks and Caicos Islands,,796,B,56.3,52.8,49.7,53.2,57.0,53.1,46.8,42.5,42.3,38.4,39.2,39.6,37.0,39.2,36.8,50.0,48.2
1990,1990171,United States Virgin Islands,,850,B,49.5,49.8,50.4,51.1,51.9,52.9,53.6,53.7,53.0,52.1,51.5,51.0,51.3,51.0,54.8,56.7,52.2
1990,1990172,Central America,,916,,49.7,50.0,50.8,52.9,53.5,53.1,51.6,50.1,49.5,48.3,46.7,46.5,47.5,45.8,47.7,51.6,50.6
1990,1990173,Belize,,84,B R ,51.0,49.8,49.2,48.5,46.5,47.6,46.4,43.9,42.4,41.4,42.0,40.9,42.7,38.8,36.1,40.6,46.1
1990,1990174,Costa Rica,,188,B R,48.0,48.6,48.9,50.0,49.8,49.3,49.2,49.5,50.9,50.9,48.9,45.9,46.4,45.3,45.6,48.3,49.2
1990,1990175,El Salvador,,222,B R,50.6,48.1,50.2,55.2,55.7,57.5,56.2,56.9,54.1,56.6,55.0,53.1,55.4,53.3,49.2,58.8,53.1
1990,1990176,Guatemala,,320,B R,46.5,48.5,50.8,56.2,61.2,63.7,63.2,60.7,57.9,55.5,53.8,52.8,52.8,52.8,52.8,52.8,57.4
1990,1990177,Honduras,,340,B R,55.1,55.9,56.6,57.5,56.9,51.4,43.8,39.2,38.2,38.2,38.2,38.4,38.4,38.3,38.3,38.4,49.1
1990,1990178,Mexico,,484,B R,49.8,50.0,50.1,51.4,50.4,50.6,50.9,49.7,49.3,47.5,46.0,47.7,49.8,46.4,49.7,55.1,49.9
1990,1990179,Nicaragua,,558,B R,49.2,49.3,50.8,53.7,55.7,55.1,52.5,48.2,45.1,43.8,43.5,43.6,44.2,46.1,48.7,50.2,49.6
1990,1990180,Panama,,591,B,49.2,48.8,48.4,48.4,48.9,49.5,49.6,48.8,47.2,45.5,44.3,43.6,42.8,42.2,43.1,44.1,47.2
1990,1990181,South America,,931,,49.0,49.2,49.9,50.9,51.5,51.1,50.0,49.4,48.6,47.8,47.1,47.2,48.7,49.7,51.8,56.6,49.9
1990,1990182,Argentina,,32,B,49.6,49.0,50.6,52.6,53.5,53.7,53.5,52.7,50.4,49.5,49.4,49.5,51.5,51.2,53.3,58.1,52.2
1990,1990183,Bolivia (Plurinational State of),,68,B,48.5,48.9,49.4,50.4,50.9,50.7,50.5,48.7,46.7,45.2,45.7,47.0,47.3,47.4,49.8,51.7,49.1
1990,1990184,Brazil,,76,B,49.3,50.4,50.5,52.7,53.3,47.8,42.7,43.2,44.8,42.3,40.0,41.0,44.1,47.4,50.8,55.8,46.6
1990,1990185,Chile,,152,B,48.7,49.2,49.5,49.0,49.0,51.0,50.3,50.0,46.9,46.8,45.9,45.1,45.5,48.2,51.5,55.7,49.3
1990,1990186,Colombia,,170,B,49.8,50.1,50.7,52.6,53.8,51.4,47.8,43.3,42.6,44.3,45.7,43.7,45.3,47.7,47.7,47.7,49.1
1990,1990187,Ecuador,,218,B R,48.3,49.9,51.7,53.5,55.9,55.9,53.9,51.1,49.2,47.3,45.3,44.7,45.8,47.4,47.4,47.4,51.0
1990,1990188,Falkland Islands (Malvinas),15,238,B,42.0,41.9,41.0,42.9,43.3,44.8,50.0,51.2,40.2,36.1,34.2,33.3,38.1,33.3,28.6,33.3,42.9
1990,1990189,French Guiana,,254,B,44.7,45.4,46.2,45.4,46.3,47.6,48.2,46.4,42.1,44.0,41.1,40.2,40.3,40.2,40.0,42.3,45.2
1990,1990190,Guyana,,328,B,52.4,50.7,48.8,50.0,52.1,51.3,49.5,42.9,41.0,39.7,38.7,36.6,36.2,35.3,33.3,33.3,46.3
1990,1990191,Paraguay,,600,B,48.8,49.1,49.6,49.8,49.2,48.1,46.9,46.0,44.8,43.7,42.8,43.3,44.0,45.5,47.9,49.7,47.5
1990,1990192,Peru,,604,B,48.8,48.2,47.6,48.2,48.0,47.2,47.7,46.9,48.2,50.6,50.0,51.1,52.6,52.3,55.9,57.4,49.9
1990,1990193,Suriname,,740,C,46.9,47.1,48.5,48.8,46.7,50.1,45.6,42.6,44.9,43.2,40.3,49.9,33.0,43.3,49.2,62.2,46.0
1990,1990194,Uruguay,,858,B,48.7,48.9,49.2,50.8,53.2,54.7,55.2,55.5,55.0,53.3,51.4,51.3,50.9,50.6,51.7,59.4,53.3
1990,1990195,Venezuela (Bolivarian Republic of),,862,B,49.4,49.4,49.4,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5
1990,1990196,OCEANIA,,909,,48.4,48.4,48.2,48.4,49.4,50.3,49.7,49.7,48.4,46.7,45.9,46.2,45.9,49.0,51.9,58.6,48.9
1990,1990197,Australia / New Zealand,,927,,48.4,48.6,48.2,48.5,49.8,50.6,50.1,50.2,48.7,47.0,46.1,46.3,46.0,49.2,52.0,58.7,49.2
1990,1990198,Australia,16,36,B,48.2,48.6,48.1,48.5,49.5,50.4,50.0,50.1,48.7,46.9,46.0,46.3,46.3,49.1,51.6,58.3,49.1
1990,1990199,New Zealand,,554,B,49.3,48.1,49.0,48.9,51.3,52.4,51.2,50.5,48.9,47.9,47.3,46.4,44.3,49.9,54.2,61.3,50.2
1990,1990200,Melanesia,,928,,49.7,48.6,48.2,46.6,46.1,46.1,45.6,44.2,42.8,41.1,39.9,40.2,41.0,41.7,43.4,45.2,44.4
1990,1990201,Fiji,,242,B,50.9,48.0,45.2,43.0,47.0,52.1,55.1,51.8,48.9,47.2,46.2,45.7,45.7,45.5,45.5,45.7,48.5
1990,1990202,New Caledonia,,540,B,48.4,47.9,46.9,46.0,45.4,45.3,45.8,45.6,45.1,43.8,42.2,41.4,41.8,42.0,43.4,43.8,44.6
1990,1990203,Papua New Guinea,,598,C R,49.8,49.3,50.2,48.5,45.5,43.3,42.0,40.7,38.8,36.7,34.8,34.4,34.7,36.3,40.0,47.9,42.6
1990,1990204,Solomon Islands,,90,B,52.5,50.5,46.7,47.5,48.3,49.7,43.7,40.2,38.5,36.9,39.4,41.7,41.3,41.1,39.4,57.4,44.4
1990,1990205,Vanuatu,,548,B,45.5,46.2,47.5,47.9,48.5,46.9,46.1,43.5,41.2,41.7,41.7,41.0,43.3,48.8,46.4,47.4,45.0
1990,1990206,Micronesia,,954,,49.0,48.4,49.9,48.4,45.9,47.4,43.2,40.0,38.5,36.8,40.1,42.4,40.1,39.6,47.2,49.9,44.2
1990,1990207,Guam,,316,B,49.4,48.5,49.0,44.1,38.1,43.5,44.1,42.4,42.3,41.0,44.4,45.4,41.1,39.6,48.0,48.0,43.6
1990,1990208,Kiribati,,296,B,50.3,49.4,49.1,52.4,50.5,48.7,50.5,46.6,47.5,44.7,39.4,41.5,48.4,47.6,42.9,40.0,48.8
1990,1990209,Marshall Islands,,584,B,37.6,37.5,38.5,39.0,39.3,38.5,42.8,36.9,35.5,34.7,31.3,31.4,27.6,40.0,33.3,53.8,37.7
1990,1990210,Micronesia (Fed. States of),,583,B,51.2,51.1,61.8,64.3,54.9,39.7,32.4,29.3,28.8,31.0,35.3,38.3,36.4,34.8,33.3,38.5,43.0
1990,1990211,Nauru,,520,C,47.7,45.1,42.6,43.0,46.6,49.2,49.2,48.0,46.8,45.9,42.5,40.2,41.7,41.2,39.3,61.1,46.5
1990,1990212,Northern Mariana Islands,,580,B,49.0,49.2,54.3,63.0,63.1,55.6,42.7,36.3,31.1,27.6,28.5,31.1,35.0,40.5,48.8,64.0,46.4
1990,1990213,Palau,,585,B,41.4,41.5,43.9,44.6,44.1,39.8,34.8,31.1,28.6,25.4,22.3,19.2,23.5,25.0,28.6,63.6,35.7
1990,1990214,Polynesia,17,957,,45.2,45.2,45.5,46.0,46.1,45.1,44.4,43.0,41.2,39.6,39.7,41.4,41.4,42.8,47.2,54.5,44.2
1990,1990215,American Samoa,,16,B,47.7,47.6,47.9,49.1,50.4,49.1,47.7,46.4,45.3,43.1,41.3,41.7,44.6,48.6,48.7,48.5,47.5
1990,1990216,Cook Islands,,184,B,45.5,44.8,44.1,45.0,45.5,45.7,45.2,41.7,38.4,38.7,39.7,41.5,41.9,48.6,48.4,51.1,44.2
1990,1990217,French Polynesia,,258,B,41.4,41.6,41.6,40.7,39.7,39.8,41.1,40.6,38.6,36.7,38.0,40.6,37.6,35.1,46.8,55.1,40.2
1990,1990218,Niue,,570,B,56.5,54.1,49.2,45.8,45.7,48.6,47.4,37.5,31.8,35.3,33.3,27.3,40.0,57.1,50.0,60.0,46.9
1990,1990219,Samoa,,882,B,47.1,45.7,45.3,49.4,50.5,51.8,48.8,45.7,43.1,42.6,44.0,45.5,45.7,50.0,48.4,58.5,47.2
1990,1990220,Tokelau,,772,B,48.6,44.2,48.0,48.3,45.5,42.1,35.7,30.0,25.0,25.0,33.3,25.0,50.0,66.7,100.0,100.0,44.4
1990,1990221,Tonga,,776,B,46.8,48.8,51.2,52.1,52.5,51.8,50.5,48.3,46.5,43.8,42.3,42.6,45.8,50.7,29.7,64.4,48.9
1990,1990222,Tuvalu,,798,C,35.0,40.0,30.0,35.3,27.5,36.6,42.9,45.2,52.2,57.9,58.8,53.8,57.1,41.7,71.4,75.0,43.4
1990,1990223,Wallis and Futuna Islands,,876,B,49.1,48.9,48.9,49.1,47.4,47.3,45.0,44.4,44.0,45.0,45.0,45.0,25.0,40.0,50.0,..,48.2
1990,1990224,EUROPE AND NORTHERN AMERICA,,1829,,48.6,48.7,48.5,48.3,48.3,48.5,49.0,49.5,50.0,50.7,51.6,53.4,55.9,56.4,58.9,62.6,51.3
1990,1990225,EUROPE,,917,,48.4,48.7,48.8,49.1,49.6,49.5,49.3,49.2,49.4,49.9,50.8,52.9,55.8,56.4,58.9,63.7,51.4
1990,1990226,Eastern Europe,,923,,48.8,49.0,49.3,49.7,49.8,49.9,50.2,50.5,51.3,52.6,54.8,57.6,60.2,62.2,64.0,65.3,53.6
1990,1990227,Belarus,,112,B,48.0,49.4,50.7,51.8,53.4,53.8,53.2,52.7,53.3,53.6,53.0,53.4,53.4,56.1,68.9,68.0,54.2
1990,1990228,Bulgaria,,100,B,48.5,47.9,47.6,48.0,48.8,51.3,55.0,59.9,67.6,73.8,72.8,68.6,71.7,75.8,74.7,77.8,57.9
1990,1990229,Czechia,,203,C,42.2,42.2,42.1,42.8,43.1,43.5,44.3,46.1,46.7,46.0,44.3,44.9,50.0,49.1,54.3,62.7,48.0
1990,1990230,Hungary,,348,B R,47.3,47.7,48.2,49.7,51.4,52.2,52.2,52.5,53.6,54.6,54.8,55.4,57.7,59.2,61.3,65.0,55.1
1990,1990231,Poland,,616,B,56.2,56.3,56.0,55.1,54.3,54.3,54.7,54.2,52.4,51.2,52.2,55.1,56.9,58.7,61.0,63.1,57.2
1990,1990232,Republic of Moldova,18,498,B,46.1,46.8,47.3,47.8,48.4,50.0,52.3,53.6,54.4,55.3,56.7,58.6,61.3,64.2,65.6,65.6,56.3
1990,1990233,Romania,,642,B,49.2,45.3,46.4,50.2,51.4,38.2,37.8,50.0,48.6,52.3,53.2,54.1,55.3,57.9,59.9,66.3,57.6
1990,1990234,Russian Federation,,643,B,47.9,47.9,48.0,47.9,47.5,47.0,46.8,47.0,47.6,49.6,52.8,57.5,61.6,65.6,68.5,70.1,50.9
1990,1990235,Slovakia,,703,B,48.8,49.1,49.7,49.8,51.5,53.5,54.1,53.0,52.4,53.2,56.1,58.3,59.8,60.1,63.2,65.0,56.0
1990,1990236,Ukraine,19,804,B,50.6,51.0,51.9,53.0,54.2,55.2,56.0,56.6,56.9,57.2,57.8,59.6,61.0,61.8,61.4,61.4,57.2
1990,1990237,Northern Europe,,924,,49.1,49.5,49.6,49.9,52.6,51.1,50.4,50.6,51.7,51.5,50.6,51.4,53.9,54.6,57.4,64.6,52.2
1990,1990238,Channel Islands,20,830,B,48.8,51.1,49.4,52.4,57.7,53.9,52.0,53.0,50.9,50.2,49.9,48.6,51.1,53.3,55.9,63.9,53.0
1990,1990239,Denmark,,208,B,51.1,52.7,52.9,54.5,49.7,43.7,44.9,48.6,48.0,46.0,50.7,56.8,62.9,67.2,67.2,75.9,51.4
1990,1990240,Estonia,,233,B,49.3,50.1,49.2,36.0,45.1,50.4,51.9,52.4,53.0,53.0,54.9,57.7,61.2,67.9,67.7,78.2,55.1
1990,1990241,Faroe Islands,,234,B,47.1,46.4,44.7,43.7,42.0,43.0,40.7,35.1,37.0,38.1,54.5,43.2,53.1,62.0,60.9,63.5,43.1
1990,1990242,Finland,21,246,B,49.2,49.2,49.1,49.2,48.0,46.9,45.7,43.2,40.9,42.2,46.7,51.5,59.6,58.9,64.7,75.5,49.9
1990,1990243,Iceland,,352,B,47.8,49.3,50.8,54.0,56.2,57.9,57.6,55.8,52.5,51.5,52.4,57.7,63.5,72.7,80.2,94.3,55.7
1990,1990244,Ireland,,372,B,47.9,47.9,48.0,49.0,50.2,50.9,50.9,50.8,50.4,50.3,50.4,51.0,53.5,54.7,57.3,66.2,50.8
1990,1990245,Isle of Man,,833,B,48.2,48.5,48.6,49.7,51.2,51.8,51.1,50.9,51.3,51.4,51.6,52.4,55.1,53.8,54.8,61.9,52.9
1990,1990246,Latvia,,428,B,45.1,46.0,46.7,47.0,48.1,49.9,51.3,51.8,51.9,52.6,53.2,54.0,55.7,60.5,62.4,66.8,55.0
1990,1990247,Lithuania,,440,B,45.9,46.0,46.3,46.8,47.8,48.7,49.3,49.5,50.0,50.9,52.1,54.4,56.6,59.6,64.4,67.4,52.9
1990,1990248,Norway,22,578,B,47.4,49.0,50.4,50.0,47.7,45.5,44.9,44.5,44.3,45.8,48.9,52.1,57.4,55.4,61.5,71.7,48.3
1990,1990249,Sweden,,752,B,55.3,55.8,55.8,55.9,55.4,51.5,49.0,47.7,47.2,48.7,49.3,50.1,48.3,53.6,57.8,63.6,51.4
1990,1990250,United Kingdom,,826,B,48.6,48.4,48.3,49.6,54.0,52.3,51.3,51.5,53.6,52.7,49.7,49.7,52.4,50.8,52.5,60.8,51.9
1990,1990251,Southern Europe,,925,,46.9,47.7,48.3,49.0,50.1,51.4,52.8,53.8,54.1,53.2,52.1,53.8,56.1,58.4,59.6,62.9,52.5
1990,1990252,Albania,,8,B,44.9,44.4,44.1,44.5,45.2,47.5,50.9,55.5,62.7,68.4,67.4,63.5,66.4,70.3,69.3,73.0,53.7
1990,1990253,Andorra,,20,C,49.1,48.8,48.6,48.9,48.3,46.5,45.1,43.7,43.4,44.2,45.5,46.6,47.1,41.9,47.5,47.6,46.0
1990,1990254,Bosnia and Herzegovina,,70,I R,44.4,44.8,45.1,47.3,51.1,53.9,54.6,53.7,53.2,52.9,52.7,52.6,54.6,54.6,56.1,56.1,52.6
1990,1990255,Croatia,,191,B R,48.5,49.2,48.9,50.6,56.7,56.3,53.8,52.4,52.1,49.5,47.6,48.5,52.9,60.3,63.8,67.5,53.2
1990,1990256,Gibraltar,,292,B,48.7,49.4,50.5,51.3,51.5,49.7,48.9,46.8,45.4,44.7,44.3,44.1,43.8,43.3,42.3,43.3,48.0
1990,1990257,Greece,,300,B,41.2,42.5,43.8,44.7,46.8,50.1,52.0,51.0,48.2,45.7,43.4,42.8,45.0,44.2,47.3,48.8,46.6
1990,1990258,Holy See,23,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.0
1990,1990259,Italy,,380,B,49.6,49.7,49.7,49.6,49.7,50.7,52.9,56.8,60.6,61.5,58.9,59.9,62.5,61.1,62.2,70.3,55.0
1990,1990260,Malta,,470,B,47.6,48.4,49.7,51.5,53.7,56.0,57.0,55.0,54.0,54.4,56.2,57.1,57.4,56.7,57.2,57.8,53.5
1990,1990261,Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,1990262,North Macedonia,,807,B,48.2,48.6,50.6,54.8,59.3,60.2,59.5,58.5,58.1,57.8,57.9,58.2,58.3,59.9,63.9,67.2,58.3
1990,1990263,Portugal,,620,B,48.9,49.0,49.3,49.7,50.2,50.8,51.7,52.9,53.7,54.5,55.2,56.3,57.7,59.7,63.5,65.7,51.8
1990,1990264,San Marino,,674,C,51.3,50.6,50.3,49.7,49.5,49.7,48.2,46.4,44.2,43.2,43.9,44.4,45.9,47.1,50.0,60.0,47.8
1990,1990265,Serbia,24,688,B,45.8,46.0,46.6,47.8,49.7,51.6,52.7,53.0,52.7,52.3,52.2,58.9,60.1,60.8,55.7,55.8,52.9
1990,1990266,Slovenia,,705,B,48.0,51.4,53.3,51.4,48.1,46.6,53.4,53.4,51.0,45.7,45.8,46.2,44.7,48.4,57.1,66.4,49.7
1990,1990267,Spain,25,724,B,49.6,49.3,49.2,49.4,50.6,52.0,52.9,53.1,53.0,52.9,53.5,58.5,59.0,60.1,56.4,57.2,52.5
