,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Population Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Workbook: UN_Migrant StockByAgeAndSex_2019.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Table 1. International migrant stock at mid-year by age and sex and by major area, region, country or area, 1990-2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Copyright © 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs. Population Division (2019). International Migrant Stock 2019 (United Nations database, POP/DB/MIG/Stock/Rev.2019).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,"Sort
order","Major area, region, country or area of destination",Notes,Code,Type of data (a),International migrant stock at mid-year by age (both sexes),,,,,,,,,,,,,,,,,International migrant stock at mid-year by age (male),,,,,,,,,,,,,,,,,International migrant stock at mid-year by age (female),,,,,,,,,,,,,,,,,,,,,
,,,,,,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,,,,,
1990,1990001,WORLD,,900,,"4,767,961","6,176,471","7,729,769","9,753,361","12,686,057","15,236,178","15,668,609","14,664,089","13,081,725","10,849,200","9,042,637","7,858,976","7,005,151","5,525,812","4,520,166","8,444,365","153,011,473","2,387,166","3,113,476","3,936,474","5,006,197","6,585,416","8,097,789","8,382,087","7,800,164","6,887,924","5,646,959","4,610,791","3,865,126","3,302,502","2,548,066","1,976,304","3,514,762","77,661,689","2,380,795","3,062,995","3,793,295","4,747,164","6,100,641","7,138,389","7,286,522","6,863,925","6,193,801","5,202,241","4,431,846","3,993,850","3,702,649","2,977,746","2,543,862","4,929,603","75,349,784",,,,,
1990,1990002,UN development groups,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,
1990,1990003,More developed regions,b,901,,"1,218,097","2,336,625","3,515,354","4,778,797","6,542,209","8,045,985","8,542,059","8,310,771","7,701,835","6,502,119","5,447,375","4,770,244","4,225,745","3,270,588","2,684,301","4,874,344","82,767,216","626,384","1,198,107","1,809,115","2,469,606","3,374,643","4,132,499","4,348,855","4,196,128","3,855,864","3,223,255","2,655,534","2,246,129","1,890,906","1,444,887","1,116,340","1,838,170","40,426,798","591,713","1,138,518","1,706,239","2,309,191","3,167,566","3,913,486","4,193,204","4,114,643","3,845,971","3,278,864","2,791,841","2,524,115","2,334,839","1,825,701","1,567,961","3,036,174","42,340,418",,,,,
1990,1990004,Less developed regions,c,902,,"3,549,864","3,839,846","4,214,415","4,974,564","6,143,848","7,190,193","7,126,550","6,353,318","5,379,890","4,347,081","3,595,262","3,088,732","2,779,406","2,255,224","1,835,865","3,570,021","70,244,257","1,760,782","1,915,369","2,127,359","2,536,591","3,210,773","3,965,290","4,033,232","3,604,036","3,032,060","2,423,704","1,955,257","1,618,997","1,411,596","1,103,179","859,964","1,676,592","37,234,891","1,789,082","1,924,477","2,087,056","2,437,973","2,933,075","3,224,903","3,093,318","2,749,282","2,347,830","1,923,377","1,640,005","1,469,735","1,367,810","1,152,045","975,901","1,893,429","33,009,366",,,,,
1990,1990005,Least developed countries,d,941,,"1,016,860","1,130,722","1,102,576","1,206,354","1,247,151","1,162,006","950,531","755,114","594,094","458,345","397,828","328,515","294,415","163,608","105,914","146,188","11,060,221","506,956","568,312","558,286","598,773","602,832","567,613","473,152","384,185","304,569","237,091","207,615","172,460","152,424","85,505","54,720","75,740","5,550,233","509,904","562,410","544,290","607,581","644,319","594,393","477,379","370,929","289,525","221,254","190,213","156,055","141,991","78,103","51,194","70,448","5,509,988",,,,,
1990,1990006,"Less developed regions, excluding least developed countries",,934,,"2,533,004","2,709,124","3,111,839","3,768,210","4,896,697","6,028,187","6,176,019","5,598,204","4,785,796","3,888,736","3,197,434","2,760,217","2,484,991","2,091,616","1,729,951","3,423,833","59,184,036","1,253,826","1,347,057","1,569,073","1,937,818","2,607,941","3,397,677","3,560,080","3,219,851","2,727,491","2,186,613","1,747,642","1,446,537","1,259,172","1,017,674","805,244","1,600,852","31,684,658","1,279,178","1,362,067","1,542,766","1,830,392","2,288,756","2,630,510","2,615,939","2,378,353","2,058,305","1,702,123","1,449,792","1,313,680","1,225,819","1,073,942","924,707","1,822,981","27,499,378",,,,,
1990,1990007,World Bank income groups,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,
1990,1990008,High-income countries,e,1503,,"1,674,134","2,461,620","3,095,557","4,099,381","6,131,720","8,143,058","8,735,529","7,995,994","7,153,211","5,719,526","4,890,747","4,167,149","3,742,296","3,018,649","2,396,273","4,378,024","77,802,868","834,355","1,241,773","1,584,461","2,136,631","3,245,520","4,441,560","4,793,728","4,341,807","3,818,365","3,009,740","2,516,251","2,074,201","1,773,017","1,410,234","1,056,014","1,712,417","39,990,074","839,779","1,219,847","1,511,096","1,962,750","2,886,200","3,701,498","3,941,801","3,654,187","3,334,846","2,709,786","2,374,496","2,092,948","1,969,279","1,608,415","1,340,259","2,665,607","37,812,794",,,,,
1990,1990009,Middle-income countries,e,1517,,"2,255,675","2,785,458","3,723,178","4,715,210","5,528,531","6,006,142","5,942,273","5,850,966","5,291,356","4,645,095","3,758,720","3,391,502","3,000,450","2,328,643","1,998,543","3,902,624","65,124,366","1,139,114","1,406,495","1,895,398","2,411,347","2,848,180","3,128,257","3,094,011","3,042,440","2,738,260","2,384,581","1,888,322","1,634,081","1,397,220","1,049,800","859,972","1,721,658","32,639,136","1,116,561","1,378,963","1,827,780","2,303,863","2,680,351","2,877,885","2,848,262","2,808,526","2,553,096","2,260,514","1,870,398","1,757,421","1,603,230","1,278,843","1,138,571","2,180,966","32,485,230",,,,,
1990,1990010,Upper-middle-income countries,e,1502,,"1,355,373","1,707,692","2,291,064","2,714,476","3,073,776","3,230,008","3,095,917","3,008,990","2,665,354","2,305,545","1,752,327","1,694,314","1,479,351","1,015,975","732,120","1,163,267","33,285,549","684,369","867,628","1,176,319","1,413,216","1,631,736","1,737,021","1,658,954","1,596,596","1,401,191","1,195,762","884,080","805,198","678,995","437,147","280,747","423,125","16,872,084","671,004","840,064","1,114,745","1,301,260","1,442,040","1,492,987","1,436,963","1,412,394","1,264,163","1,109,783","868,247","889,116","800,356","578,828","451,373","740,142","16,413,465",,,,,
1990,1990011,Lower-middle-income countries,e,1501,,"900,302","1,077,766","1,432,114","2,000,734","2,454,755","2,776,134","2,846,356","2,841,976","2,626,002","2,339,550","2,006,393","1,697,188","1,521,099","1,312,668","1,266,423","2,739,357","31,838,817","454,745","538,867","719,079","998,131","1,216,444","1,391,236","1,435,057","1,445,844","1,337,069","1,188,819","1,004,242","828,883","718,225","612,653","579,225","1,298,533","15,767,052","445,557","538,899","713,035","1,002,603","1,238,311","1,384,898","1,411,299","1,396,132","1,288,933","1,150,731","1,002,151","868,305","802,874","700,015","687,198","1,440,824","16,071,765",,,,,
1990,1990012,Low-income countries,e,1500,,"825,556","906,183","881,682","911,984","1,002,348","1,057,065","957,628","784,899","611,870","465,379","378,888","291,718","256,494","174,706","123,091","160,747","9,790,238","407,167","453,251","441,504","444,277","479,644","512,982","477,934","399,657","318,152","242,555","198,446","152,145","129,026","85,909","59,139","79,428","4,881,216","418,389","452,932","440,178","467,707","522,704","544,083","479,694","385,242","293,718","222,824","180,442","139,573","127,468","88,797","63,952","81,319","4,909,022",,,,,
1990,1990013,No income group available,e,1518,,"12,596","23,210","29,352","26,786","23,458","29,913","33,179","32,230","25,288","19,200","14,282","8,607","5,911","3,814","2,259","2,970","294,001","6,530","11,957","15,111","13,942","12,072","14,990","16,414","16,260","13,147","10,083","7,772","4,699","3,239","2,123","1,179","1,259","151,263","6,066","11,253","14,241","12,844","11,386","14,923","16,765","15,970","12,141","9,117","6,510","3,908","2,672","1,691","1,080","1,711","142,738",,,,,
1990,1990014,Geographic regions,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,
1990,1990015,Africa,,903,,"1,339,998","1,421,589","1,345,088","1,516,339","1,744,120","1,774,652","1,523,443","1,237,120","967,240","739,417","603,075","472,903","414,410","238,215","150,696","201,183","15,689,666","660,378","702,317","661,979","740,237","874,461","942,914","843,712","706,812","561,348","431,914","347,635","266,892","225,599","127,795","79,626","105,398","8,279,127","679,620","719,272","683,109","776,102","869,659","831,738","679,731","530,308","405,892","307,503","255,440","206,011","188,811","110,420","71,070","95,785","7,410,539",,,,,
1990,1990016,Asia,,935,,"1,923,164","2,064,679","2,493,638","3,070,939","4,007,727","4,993,169","5,137,167","4,634,597","3,913,441","3,170,107","2,598,531","2,243,956","1,987,138","1,653,252","1,421,010","2,897,434","48,209,949","950,725","1,031,119","1,275,523","1,605,267","2,145,249","2,817,103","2,958,597","2,653,677","2,214,045","1,762,400","1,397,618","1,154,219","990,558","788,760","650,551","1,362,048","25,757,459","972,439","1,033,560","1,218,115","1,465,672","1,862,478","2,176,066","2,178,570","1,980,920","1,699,396","1,407,707","1,200,913","1,089,737","996,580","864,492","770,459","1,535,386","22,452,490",,,,,
1990,1990017,Europe,,908,,"775,738","1,497,445","2,306,560","2,957,373","3,750,360","4,517,125","4,903,926","4,993,691","4,590,914","3,991,623","3,329,514","3,018,906","2,622,264","2,013,018","1,653,491","2,685,515","49,608,231","400,001","767,951","1,181,081","1,505,584","1,890,385","2,281,408","2,485,843","2,537,006","2,323,767","1,998,523","1,636,988","1,422,118","1,157,812","877,383","678,961","974,201","24,119,388","375,737","729,494","1,125,479","1,451,789","1,859,975","2,235,717","2,418,083","2,456,685","2,267,147","1,993,100","1,692,526","1,596,788","1,464,452","1,135,635","974,530","1,711,314","25,488,843",,,,,
1990,1990018,Latin America and the Caribbean,,904,,"321,908","396,695","423,855","452,616","497,319","538,923","554,927","555,850","562,253","486,504","431,185","399,845","397,076","377,324","275,426","489,665","7,161,371","167,445","203,464","213,859","222,540","240,818","261,233","273,859","279,491","287,413","252,998","227,601","210,959","204,401","192,412","135,737","218,648","3,592,878","154,463","193,231","209,996","230,076","256,501","277,690","281,068","276,359","274,840","233,506","203,584","188,886","192,675","184,912","139,689","271,017","3,568,493",,,,,
1990,1990019,Northern America,,905,,"349,348","667,706","993,982","1,550,013","2,390,737","3,012,300","3,093,892","2,785,864","2,549,376","2,023,362","1,718,802","1,417,291","1,309,802","994,837","838,114","1,914,982","27,610,408","178,780","342,417","517,652","826,262","1,284,902","1,596,477","1,591,238","1,393,380","1,243,936","967,679","805,321","646,147","575,613","434,736","344,076","748,610","13,497,226","170,568","325,289","476,330","723,751","1,105,835","1,415,823","1,502,654","1,392,484","1,305,440","1,055,683","913,481","771,144","734,189","560,101","494,038","1,166,372","14,113,182",,,,,
1990,1990020,Oceania,,909,,"57,805","128,357","166,646","206,081","295,794","400,009","455,254","456,967","498,501","438,187","361,530","306,075","274,461","249,166","181,429","255,586","4,731,848","29,837","66,208","86,380","106,307","149,601","198,654","228,838","229,798","257,415","233,445","195,628","164,791","148,519","126,980","87,353","105,857","2,415,611","27,968","62,149","80,266","99,774","146,193","201,355","226,416","227,169","241,086","204,742","165,902","141,284","125,942","122,186","94,076","149,729","2,316,237",,,,,
1990,1990021,Sustainable Development Goal (SDG) regions,f,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,
1990,1990022,SUB-SAHARAN AFRICA,,947,,"1,083,355","1,138,720","1,130,394","1,290,869","1,515,496","1,561,021","1,340,596","1,075,273","831,181","634,456","502,865","374,034","314,675","200,435","122,613","170,180","13,286,341","536,013","564,389","560,087","634,809","764,206","832,184","742,731","614,409","483,028","372,038","293,062","214,543","173,505","107,870","65,300","90,133","7,048,417","547,342","574,331","570,307","656,060","751,290","728,837","597,865","460,864","348,153","262,418","209,803","159,491","141,170","92,565","57,313","80,047","6,237,924",,,,,
1990,1990023,Eastern Africa,,910,,"557,387","552,032","533,264","586,630","626,024","629,537","561,036","451,976","354,882","274,050","234,513","180,181","159,526","100,289","62,964","94,892","5,959,183","273,603","272,691","262,837","291,620","312,802","320,898","294,505","243,903","194,771","151,757","129,528","99,080","85,057","52,468","33,177","50,659","3,069,356","283,784","279,341","270,427","295,010","313,222","308,639","266,531","208,073","160,111","122,293","104,985","81,101","74,469","47,821","29,787","44,233","2,889,827",,,,,
1990,1990024,Burundi,,108,B R,"22,459","23,463","20,802","20,214","27,170","38,450","44,435","36,481","27,382","19,646","15,760","11,621","9,925","7,646","3,058","4,598","333,110","10,991","11,291","9,873","9,336","12,216","17,726","21,979","18,817","14,065","9,939","8,104","6,103","5,126","3,852","1,541","2,308","163,267","11,468","12,172","10,929","10,878","14,954","20,724","22,456","17,664","13,317","9,707","7,656","5,518","4,799","3,794","1,517","2,290","169,843",,,,,
1990,1990025,Comoros,,174,B,600,844,"1,053","1,159","1,237","1,594","1,708","1,592","1,268",985,752,496,341,225,90,135,"14,079",247,352,446,516,577,758,819,777,630,504,401,272,185,116,47,70,"6,717",353,492,607,643,660,836,889,815,638,481,351,224,156,109,43,65,"7,362",,,,,
1990,1990026,Djibouti,,262,B R,"5,415","7,310","11,681","17,361","20,195","19,015","13,631","8,289","4,618","3,714","3,244","2,837","2,232","1,191",595,893,"122,221","3,529","4,421","6,437","8,527","9,079","8,926","6,765","4,719","2,826","2,311","2,041","1,769","1,387",669,334,502,"64,242","1,886","2,889","5,244","8,834","11,116","10,089","6,866","3,570","1,792","1,403","1,203","1,068",845,522,261,391,"57,979",,,,,
1990,1990027,Eritrea,,232,I,718,625,819,"1,149","1,513","1,676","1,506","1,189",808,529,376,338,270,166,66,100,"11,848",385,335,437,612,801,884,791,623,424,277,195,175,139,78,31,41,"6,228",333,290,382,537,712,792,715,566,384,252,181,163,131,88,35,59,"5,620",,,,,
1990,1990028,Ethiopia,,231,B R,"77,249","82,902","102,266","134,231","146,833","141,491","116,312","89,373","66,453","50,187","39,590","32,523","29,004","23,488","9,395","14,093","1,155,390","41,272","44,185","54,443","71,389","77,813","74,627","61,130","46,834","34,803","26,075","20,367","16,729","14,741","11,439","4,576","6,861","607,284","35,977","38,717","47,823","62,842","69,020","66,864","55,182","42,539","31,650","24,112","19,223","15,794","14,263","12,049","4,819","7,232","548,106",,,,,
1990,1990029,Kenya,,404,B R,"17,663","21,537","28,055","42,825","33,859","33,505","26,931","21,366","16,088","13,739","11,212","8,989","7,518","5,823","4,129","4,850","298,089","9,457","11,407","14,787","22,712","17,929","17,553","14,551","11,945","9,202","7,860","6,357","5,102","4,126","3,227","2,329","2,715","161,259","8,206","10,130","13,268","20,113","15,930","15,952","12,380","9,421","6,886","5,879","4,855","3,887","3,392","2,596","1,800","2,135","136,830",,,,,
1990,1990030,Madagascar,,450,C,"1,241","1,287","1,059","1,323","1,841","1,865","1,704","1,564","1,673","1,950","1,986","1,781","1,359",986,"1,071","1,227","23,917",466,500,474,663,949,890,776,767,927,"1,200","1,325","1,256",993,702,708,752,"13,348",775,787,585,660,892,975,928,797,746,750,661,525,366,284,363,475,"10,569",,,,,
1990,1990031,Malawi,,454,B R,"167,574","141,449","126,627","134,246","117,183","102,482","81,556","63,675","49,072","33,501","29,852","26,092","21,760","8,298","5,985","18,372","1,127,724","76,753","65,246","59,561","64,862","58,236","51,855","41,527","32,424","24,988","17,060","15,043","12,879","10,621","3,974","2,859","8,632","546,520","90,821","76,203","67,066","69,384","58,947","50,627","40,029","31,251","24,084","16,441","14,809","13,213","11,139","4,324","3,126","9,740","581,204",,,,,
1990,1990032,Mauritius,1,480,C,320,388,304,199,224,330,360,311,260,189,155,119,126,117,78,133,"3,613",155,188,154,96,106,146,157,147,129,99,85,65,69,64,40,63,"1,763",165,200,150,103,118,184,203,164,131,90,70,54,57,53,38,70,"1,850",,,,,
1990,1990033,Mayotte,,175,B,938,903,"1,166","1,568","1,988","2,106","1,873","1,493","1,001",451,522,492,435,147,53,93,"15,229",455,440,577,839,"1,135","1,252","1,132",926,636,290,335,309,270,92,34,58,"8,780",483,463,589,729,853,854,741,567,365,161,187,183,165,55,19,35,"6,449",,,,,
1990,1990034,Mozambique,,508,B R,"17,900","12,866","9,374","15,745","26,975","9,720","6,245","5,746","4,261","3,885","2,956","2,306","1,582","1,209",668,894,"122,332","8,931","6,591","4,740","8,828","15,066","5,496","3,322","3,082","2,345","2,201","1,719","1,330",905,674,363,467,"66,060","8,969","6,275","4,634","6,917","11,909","4,224","2,923","2,664","1,916","1,684","1,237",976,677,535,305,427,"56,272",,,,,
1990,1990035,Réunion,,638,B,"2,240","5,260","6,787","5,201","3,727","5,407","5,943","5,991","4,462","3,682","3,213","2,117","1,162",744,480,794,"57,210","1,145","2,669","3,483","2,698","1,959","2,833","3,133","3,236","2,473","2,111","1,887","1,270",698,437,269,423,"30,724","1,095","2,591","3,304","2,503","1,768","2,574","2,810","2,755","1,989","1,571","1,326",847,464,307,211,371,"26,486",,,,,
1990,1990036,Rwanda,,646,B R,"12,499","12,284","12,212","12,738","16,903","19,140","17,729","14,514","10,571","7,726","5,928","4,451","3,649","3,297","2,942","3,441","160,024","6,131","5,913","5,800","6,228","8,534","10,336","9,926","8,219","5,696","3,880","2,824","1,991","1,809","1,370","1,081","1,025","80,763","6,368","6,371","6,412","6,510","8,369","8,804","7,803","6,295","4,875","3,846","3,104","2,460","1,840","1,927","1,861","2,416","79,261",,,,,
1990,1990037,Seychelles,,690,B,192,189,173,131,259,455,577,515,369,243,179,158,102,71,53,55,"3,721",96,96,92,74,152,272,349,319,235,157,115,99,63,40,24,21,"2,204",96,93,81,57,107,183,228,196,134,86,64,59,39,31,29,34,"1,517",,,,,
1990,1990038,Somalia,,706,I R,"87,893","62,658","50,126","37,481","37,752","44,753","42,200","37,416","27,422","17,679","12,934","7,509","6,734","2,211","1,695","1,831","478,294","43,174","30,500","22,053","15,762","16,738","22,087","23,377","22,573","17,158","11,154","8,040","4,535","3,918","1,273",908,951,"244,201","44,719","32,158","28,073","21,719","21,014","22,666","18,823","14,843","10,264","6,525","4,894","2,974","2,816",938,787,880,"234,093",,,,,
1990,1990039,South Sudan,,728,B R,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,
1990,1990040,Uganda,,800,B R,"48,731","74,110","41,894","30,355","29,880","34,818","37,926","37,823","38,159","34,262","37,010","21,933","24,030","13,926","16,247","23,169","544,273","24,501","37,887","21,781","14,547","11,626","14,300","17,365","19,238","21,023","20,011","21,557","13,672","13,254","8,315","9,251","15,009","283,337","24,230","36,223","20,113","15,808","18,254","20,518","20,561","18,585","17,136","14,251","15,453","8,261","10,776","5,611","6,996","8,160","260,936",,,,,
1990,1990041,United Republic of Tanzania,2,834,B R,"41,732","44,312","48,816","52,632","58,316","60,295","56,243","45,182","35,231","28,742","25,460","22,505","19,774","14,831","9,717","10,237","574,025","20,588","21,591","23,466","24,875","27,391","28,738","27,453","22,431","17,619","14,543","13,144","11,913","10,653","7,991","5,358","5,636","283,390","21,144","22,721","25,350","27,757","30,925","31,557","28,790","22,751","17,612","14,199","12,316","10,592","9,121","6,840","4,359","4,601","290,635",,,,,
1990,1990042,Zambia,,894,B R,"19,993","22,319","25,690","28,047","29,425","28,862","26,373","22,232","18,359","15,423","13,074","10,774","7,575","5,309","2,401","3,607","279,463","9,982","11,156","12,857","14,087","14,833","14,571","13,289","11,234","9,455","8,198","7,098","5,888","4,149","2,917","1,329","1,986","143,029","10,011","11,163","12,833","13,960","14,592","14,291","13,084","10,998","8,904","7,225","5,976","4,886","3,426","2,392","1,072","1,621","136,434",,,,,
1990,1990043,Zimbabwe,,716,B R,"32,030","37,326","44,360","50,025","70,744","83,573","77,784","57,224","47,425","37,517","30,310","23,140","21,948","10,604","4,241","6,370","634,621","15,345","17,923","21,376","24,969","37,662","47,648","46,664","35,592","30,137","23,887","18,891","13,723","11,951","5,238","2,095","3,139","356,240","16,685","19,403","22,984","25,056","33,082","35,925","31,120","21,632","17,288","13,630","11,419","9,417","9,997","5,366","2,146","3,231","278,381",,,,,
1990,1990044,Middle Africa,,911,,"85,270","114,289","139,507","151,431","160,843","162,742","146,217","122,843","99,672","79,860","59,041","46,919","38,117","27,109","11,150","16,145","1,461,155","43,571","58,476","70,965","74,739","78,221","80,472","74,072","62,445","50,781","41,005","31,025","25,505","21,846","15,855","6,498","9,377","744,853","41,699","55,813","68,542","76,692","82,622","82,270","72,145","60,398","48,891","38,855","28,016","21,414","16,271","11,254","4,652","6,768","716,302",,,,,
1990,1990045,Angola,,24,B R,"1,364","2,352","3,629","4,339","4,129","3,585","3,105","2,328","1,903","1,788","1,628","1,186",934,599,399,249,"33,517",666,"1,129","1,718","2,017","1,944","1,870","1,840","1,480","1,227","1,154","1,051",764,570,367,225,120,"18,142",698,"1,223","1,911","2,322","2,185","1,715","1,265",848,676,634,577,422,364,232,174,129,"15,375",,,,,
1990,1990046,Cameroon,,120,B,"16,662","23,521","27,695","26,476","28,125","30,225","30,233","25,925","21,370","15,953","6,439","4,124","3,605","2,807","1,123","1,684","265,967","8,911","12,622","14,940","14,416","15,406","16,553","16,547","14,192","11,696","8,731","3,658","2,469","2,216","1,755",703,"1,054","145,869","7,751","10,899","12,755","12,060","12,719","13,672","13,686","11,733","9,674","7,222","2,781","1,655","1,389","1,052",420,630,"120,098",,,,,
1990,1990047,Central African Republic,,140,C,"8,176","7,355","6,593","6,481","6,894","6,884","6,041","4,823","3,800","2,941","2,183","1,649","1,300","1,023",511,580,"67,234","4,024","3,745","3,449","3,393","3,602","3,681","3,301","2,664","2,105","1,642","1,252",955,734,555,278,306,"35,686","4,152","3,610","3,144","3,088","3,292","3,203","2,740","2,159","1,695","1,299",931,694,566,468,233,274,"31,548",,,,,
1990,1990048,Chad,,148,B R,"5,024","7,433","8,725","8,216","7,547","7,441","6,489","5,174","4,110","3,431","2,787","2,119","2,266","1,790",716,"1,074","74,342","2,791","3,969","4,459","3,973","3,566","3,642","3,384","2,868","2,395","2,096","1,777","1,388","1,485","1,170",468,702,"40,133","2,233","3,464","4,266","4,243","3,981","3,799","3,105","2,306","1,715","1,335","1,010",731,781,620,248,372,"34,209",,,,,
1990,1990049,Congo,,178,B,"9,526","7,864","9,091","10,673","13,214","15,116","14,840","13,144","10,264","7,385","5,296","4,221","3,705","2,526","1,010","1,516","129,391","4,714","3,710","4,080","4,739","6,172","7,515","7,600","6,825","5,324","3,824","2,786","2,277","2,009","1,370",548,823,"64,316","4,812","4,154","5,011","5,934","7,042","7,601","7,240","6,319","4,940","3,561","2,510","1,944","1,696","1,156",462,693,"65,075",,,,,
1990,1990050,Democratic Republic of the Congo,,180,B R,"31,187","53,354","72,123","83,735","88,205","84,915","70,780","58,977","48,165","40,931","35,386","29,942","23,451","16,522","6,608","9,913","754,194","15,854","27,001","36,201","40,003","40,485","38,876","32,693","26,763","21,707","18,851","17,105","15,321","13,086","9,585","3,834","5,752","363,117","15,333","26,353","35,922","43,732","47,720","46,039","38,087","32,214","26,458","22,080","18,281","14,621","10,365","6,937","2,774","4,161","391,077",,,,,
1990,1990051,Equatorial Guinea,,226,C,264,193,141,159,229,283,301,277,229,178,132,114,91,64,34,51,"2,740",107,77,58,70,110,145,163,159,144,119,91,76,61,43,20,22,"1,465",157,116,83,89,119,138,138,118,85,59,41,38,30,21,14,29,"1,275",,,,,
1990,1990052,Gabon,,266,C,"12,912","11,877","11,083","10,739","12,123","14,052","14,233","11,836","9,043","6,504","4,643","3,276","2,554","1,657",662,994,"128,188","6,430","6,101","5,865","5,850","6,779","8,088","8,450","7,290","5,691","4,121","2,964","2,088","1,565",945,378,567,"73,172","6,482","5,776","5,218","4,889","5,344","5,964","5,783","4,546","3,352","2,383","1,679","1,188",989,712,284,427,"55,016",,,,,
1990,1990053,Sao Tome and Principe,,678,C,155,340,427,613,377,241,195,359,788,749,547,288,211,121,87,84,"5,582",74,122,195,278,157,102,94,204,492,467,341,167,120,65,44,31,"2,953",81,218,232,335,220,139,101,155,296,282,206,121,91,56,43,53,"2,629",,,,,
1990,1990054,Southern Africa,,913,,"43,409","55,555","65,486","94,567","156,758","180,668","161,291","146,836","121,292","99,259","75,909","57,538","51,379","35,242","20,988","29,088","1,395,265","20,412","26,387","32,938","52,092","96,462","120,918","108,058","96,429","78,480","63,033","46,726","32,245","26,567","16,994","10,098","13,973","841,812","22,997","29,168","32,548","42,475","60,296","59,750","53,233","50,407","42,812","36,226","29,183","25,293","24,812","18,248","10,890","15,115","553,453",,,,,
1990,1990055,Botswana,,72,B,"2,598","2,748","1,897","1,626","2,177","2,916","3,589","2,981","2,234","1,691",990,831,542,308,130,252,"27,510","1,341","1,418","1,024",917,"1,272","1,772","2,288","2,028","1,504","1,140",625,543,339,179,80,144,"16,614","1,257","1,330",873,709,905,"1,144","1,301",953,730,551,365,288,203,129,50,108,"10,896",,,,,
1990,1990056,Eswatini,,748,B R,"3,640","3,999","5,926","8,179","8,481","7,977","7,548","6,571","5,352","4,324","3,288","2,648","2,115","1,492","1,548","1,903","74,991","1,853","2,095","3,214","4,517","4,622","4,281","4,045","3,537","2,870","2,287","1,708","1,360","1,079",750,766,921,"39,905","1,787","1,904","2,712","3,662","3,859","3,696","3,503","3,034","2,482","2,037","1,580","1,288","1,036",742,782,982,"35,086",,,,,
